Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,087025,1964,04,07,15.2,1,Y
IDCJAC0010,087025,1964,04,08,14.4,1,Y
IDCJAC0010,087025,1964,04,09,17.5,1,Y
IDCJAC0010,087025,1964,04,10,16.1,1,Y
IDCJAC0010,087025,1964,04,11,16.7,1,Y
IDCJAC0010,087025,1964,04,12,24.1,1,Y
IDCJAC0010,087025,1964,04,13,23.8,1,Y
IDCJAC0010,087025,1964,04,14,20.0,1,Y
IDCJAC0010,087025,1964,04,15,19.9,1,Y
IDCJAC0010,087025,1964,04,16,17.9,1,Y
IDCJAC0010,087025,1964,04,17,16.1,1,Y
IDCJAC0010,087025,1964,04,18,18.3,1,Y
IDCJAC0010,087025,1964,04,19,18.9,1,Y
IDCJAC0010,087025,1964,04,20,17.8,1,Y
IDCJAC0010,087025,1964,04,21,20.1,1,Y
IDCJAC0010,087025,1964,04,22,19.1,1,Y
IDCJAC0010,087025,1964,04,23,17.4,1,Y
IDCJAC0010,087025,1964,04,24,18.3,1,Y
IDCJAC0010,087025,1964,04,25,21.1,1,Y
IDCJAC0010,087025,1964,04,26,16.7,1,Y
IDCJAC0010,087025,1964,04,27,17.1,1,Y
IDCJAC0010,087025,1964,04,28,16.9,1,Y
IDCJAC0010,087025,1964,04,29,15.9,1,Y
IDCJAC0010,087025,1964,04,30,15.6,1,Y
IDCJAC0010,087025,1964,05,01,19.9,1,Y
IDCJAC0010,087025,1964,05,02,20.0,1,Y
IDCJAC0010,087025,1964,05,03,16.4,1,Y
IDCJAC0010,087025,1964,05,04,16.2,1,Y
IDCJAC0010,087025,1964,05,05,16.6,1,Y
IDCJAC0010,087025,1964,05,06,16.7,1,Y
IDCJAC0010,087025,1964,05,07,16.6,1,Y
IDCJAC0010,087025,1964,05,08,16.7,1,Y
IDCJAC0010,087025,1964,05,09,21.1,1,Y
IDCJAC0010,087025,1964,05,10,20.2,1,Y
IDCJAC0010,087025,1964,05,11,13.3,1,Y
IDCJAC0010,087025,1964,05,12,13.9,1,Y
IDCJAC0010,087025,1964,05,13,16.7,1,Y
IDCJAC0010,087025,1964,05,14,17.8,1,Y
IDCJAC0010,087025,1964,05,15,13.6,1,Y
IDCJAC0010,087025,1964,05,16,14.4,1,Y
IDCJAC0010,087025,1964,05,17,17.8,1,Y
IDCJAC0010,087025,1964,05,18,15.3,1,Y
IDCJAC0010,087025,1964,05,19,18.9,1,Y
IDCJAC0010,087025,1964,05,20,19.4,1,Y
IDCJAC0010,087025,1964,05,21,21.7,1,Y
IDCJAC0010,087025,1964,05,22,15.6,1,Y
IDCJAC0010,087025,1964,05,23,13.8,1,Y
IDCJAC0010,087025,1964,05,24,16.9,1,Y
IDCJAC0010,087025,1964,05,25,16.9,1,Y
IDCJAC0010,087025,1964,05,26,12.8,1,Y
IDCJAC0010,087025,1964,05,27,13.9,1,Y
IDCJAC0010,087025,1964,05,28,14.6,1,Y
IDCJAC0010,087025,1964,05,29,17.4,1,Y
IDCJAC0010,087025,1964,05,30,12.8,1,Y
IDCJAC0010,087025,1964,05,31,11.8,1,Y
IDCJAC0010,087025,1964,06,01,12.4,1,Y
IDCJAC0010,087025,1964,06,02,16.1,1,Y
IDCJAC0010,087025,1964,06,03,12.4,1,Y
IDCJAC0010,087025,1964,06,04,14.4,1,Y
IDCJAC0010,087025,1964,06,05,13.6,1,Y
IDCJAC0010,087025,1964,06,06,12.8,1,Y
IDCJAC0010,087025,1964,06,07,12.8,1,Y
IDCJAC0010,087025,1964,06,08,12.7,1,Y
IDCJAC0010,087025,1964,06,09,13.3,1,Y
IDCJAC0010,087025,1964,06,10,13.3,1,Y
IDCJAC0010,087025,1964,06,11,13.9,1,Y
IDCJAC0010,087025,1964,06,12,13.7,1,Y
IDCJAC0010,087025,1964,06,13,11.1,1,Y
IDCJAC0010,087025,1964,06,14,15.0,1,Y
IDCJAC0010,087025,1964,06,15,16.1,1,Y
IDCJAC0010,087025,1964,06,16,15.2,1,Y
IDCJAC0010,087025,1964,06,17,14.6,1,Y
IDCJAC0010,087025,1964,06,18,17.2,1,Y
IDCJAC0010,087025,1964,06,19,15.6,1,Y
IDCJAC0010,087025,1964,06,20,14.2,1,Y
IDCJAC0010,087025,1964,06,21,14.0,1,Y
IDCJAC0010,087025,1964,06,22,13.3,1,Y
IDCJAC0010,087025,1964,06,23,14.9,1,Y
IDCJAC0010,087025,1964,06,24,16.8,1,Y
IDCJAC0010,087025,1964,06,25,18.8,1,Y
IDCJAC0010,087025,1964,06,26,15.4,1,Y
IDCJAC0010,087025,1964,06,27,17.5,1,Y
IDCJAC0010,087025,1964,06,28,17.2,1,Y
IDCJAC0010,087025,1964,06,29,14.1,1,Y
IDCJAC0010,087025,1964,06,30,14.4,1,Y
IDCJAC0010,087025,1964,07,01,14.5,1,Y
IDCJAC0010,087025,1964,07,02,13.2,1,Y
IDCJAC0010,087025,1964,07,03,11.7,1,Y
IDCJAC0010,087025,1964,07,04,11.1,1,Y
IDCJAC0010,087025,1964,07,05,11.9,1,Y
IDCJAC0010,087025,1964,07,06,11.9,1,Y
IDCJAC0010,087025,1964,07,07,14.0,1,Y
IDCJAC0010,087025,1964,07,08,15.7,1,Y
IDCJAC0010,087025,1964,07,09,12.5,1,Y
IDCJAC0010,087025,1964,07,10,15.0,1,Y
IDCJAC0010,087025,1964,07,11,15.6,1,Y
IDCJAC0010,087025,1964,07,12,11.4,1,Y
IDCJAC0010,087025,1964,07,13,13.3,1,Y
IDCJAC0010,087025,1964,07,14,10.8,1,Y
IDCJAC0010,087025,1964,07,15,12.6,1,Y
IDCJAC0010,087025,1964,07,16,15.0,1,Y
IDCJAC0010,087025,1964,07,17,10.5,1,Y
IDCJAC0010,087025,1964,07,18,12.2,1,Y
IDCJAC0010,087025,1964,07,19,13.0,1,Y
IDCJAC0010,087025,1964,07,20,12.1,1,Y
IDCJAC0010,087025,1964,07,21,12.4,1,Y
IDCJAC0010,087025,1964,07,22,12.1,1,Y
IDCJAC0010,087025,1964,07,23,11.9,1,Y
IDCJAC0010,087025,1964,07,24,13.6,1,Y
IDCJAC0010,087025,1964,07,25,13.9,1,Y
IDCJAC0010,087025,1964,07,26,15.8,1,Y
IDCJAC0010,087025,1964,07,27,16.1,1,Y
IDCJAC0010,087025,1964,07,28,15.7,1,Y
IDCJAC0010,087025,1964,07,29,15.6,1,Y
IDCJAC0010,087025,1964,07,30,16.7,1,Y
IDCJAC0010,087025,1964,07,31,13.4,1,Y
IDCJAC0010,087025,1964,08,01,14.0,1,Y
IDCJAC0010,087025,1964,08,02,15.6,1,Y
IDCJAC0010,087025,1964,08,03,14.8,1,Y
IDCJAC0010,087025,1964,08,04,16.2,1,Y
IDCJAC0010,087025,1964,08,05,14.7,1,Y
IDCJAC0010,087025,1964,08,06,15.6,1,Y
IDCJAC0010,087025,1964,08,07,15.7,1,Y
IDCJAC0010,087025,1964,08,08,14.2,1,Y
IDCJAC0010,087025,1964,08,09,10.6,1,Y
IDCJAC0010,087025,1964,08,10,13.2,1,Y
IDCJAC0010,087025,1964,08,11,11.1,1,Y
IDCJAC0010,087025,1964,08,12,11.1,1,Y
IDCJAC0010,087025,1964,08,13,10.9,1,Y
IDCJAC0010,087025,1964,08,14,13.9,1,Y
IDCJAC0010,087025,1964,08,15,13.3,1,Y
IDCJAC0010,087025,1964,08,16,14.4,1,Y
IDCJAC0010,087025,1964,08,17,16.2,1,Y
IDCJAC0010,087025,1964,08,18,16.1,1,Y
IDCJAC0010,087025,1964,08,19,13.3,1,Y
IDCJAC0010,087025,1964,08,20,16.1,1,Y
IDCJAC0010,087025,1964,08,21,20.3,1,Y
IDCJAC0010,087025,1964,08,22,15.0,1,Y
IDCJAC0010,087025,1964,08,23,14.3,1,Y
IDCJAC0010,087025,1964,08,24,14.4,1,Y
IDCJAC0010,087025,1964,08,25,14.2,1,Y
IDCJAC0010,087025,1964,08,26,14.4,1,Y
IDCJAC0010,087025,1964,08,27,15.1,1,Y
IDCJAC0010,087025,1964,08,28,15.6,1,Y
IDCJAC0010,087025,1964,08,29,16.4,1,Y
IDCJAC0010,087025,1964,08,30,15.8,1,Y
IDCJAC0010,087025,1964,08,31,13.2,1,Y
IDCJAC0010,087025,1964,09,01,14.6,1,Y
IDCJAC0010,087025,1964,09,02,17.2,1,Y
IDCJAC0010,087025,1964,09,03,23.9,1,Y
IDCJAC0010,087025,1964,09,04,16.1,1,Y
IDCJAC0010,087025,1964,09,05,16.4,1,Y
IDCJAC0010,087025,1964,09,06,16.1,1,Y
IDCJAC0010,087025,1964,09,07,12.2,1,Y
IDCJAC0010,087025,1964,09,08,15.6,1,Y
IDCJAC0010,087025,1964,09,09,14.4,1,Y
IDCJAC0010,087025,1964,09,10,13.3,1,Y
IDCJAC0010,087025,1964,09,11,12.1,1,Y
IDCJAC0010,087025,1964,09,12,15.6,1,Y
IDCJAC0010,087025,1964,09,13,14.2,1,Y
IDCJAC0010,087025,1964,09,14,19.4,1,Y
IDCJAC0010,087025,1964,09,15,21.2,1,Y
IDCJAC0010,087025,1964,09,16,12.8,1,Y
IDCJAC0010,087025,1964,09,17,13.9,1,Y
IDCJAC0010,087025,1964,09,18,15.9,1,Y
IDCJAC0010,087025,1964,09,19,21.2,1,Y
IDCJAC0010,087025,1964,09,20,20.3,1,Y
IDCJAC0010,087025,1964,09,21,17.8,1,Y
IDCJAC0010,087025,1964,09,22,16.1,1,Y
IDCJAC0010,087025,1964,09,23,15.0,1,Y
IDCJAC0010,087025,1964,09,24,18.3,1,Y
IDCJAC0010,087025,1964,09,25,15.6,1,Y
IDCJAC0010,087025,1964,09,26,16.7,1,Y
IDCJAC0010,087025,1964,09,27,19.0,1,Y
IDCJAC0010,087025,1964,09,28,20.0,1,Y
IDCJAC0010,087025,1964,09,29,15.8,1,Y
IDCJAC0010,087025,1964,09,30,19.6,1,Y
IDCJAC0010,087025,1964,10,01,20.4,1,Y
IDCJAC0010,087025,1964,10,02,16.4,1,Y
IDCJAC0010,087025,1964,10,03,15.3,1,Y
IDCJAC0010,087025,1964,10,04,15.9,1,Y
IDCJAC0010,087025,1964,10,05,16.8,1,Y
IDCJAC0010,087025,1964,10,06,14.1,1,Y
IDCJAC0010,087025,1964,10,07,16.5,1,Y
IDCJAC0010,087025,1964,10,08,18.2,1,Y
IDCJAC0010,087025,1964,10,09,16.7,1,Y
IDCJAC0010,087025,1964,10,10,19.4,1,Y
IDCJAC0010,087025,1964,10,11,16.2,1,Y
IDCJAC0010,087025,1964,10,12,14.2,1,Y
IDCJAC0010,087025,1964,10,13,17.5,1,Y
IDCJAC0010,087025,1964,10,14,15.3,1,Y
IDCJAC0010,087025,1964,10,15,16.3,1,Y
IDCJAC0010,087025,1964,10,16,16.9,1,Y
IDCJAC0010,087025,1964,10,17,17.2,1,Y
IDCJAC0010,087025,1964,10,18,17.5,1,Y
IDCJAC0010,087025,1964,10,19,17.0,1,Y
IDCJAC0010,087025,1964,10,20,22.9,1,Y
IDCJAC0010,087025,1964,10,21,23.1,1,Y
IDCJAC0010,087025,1964,10,22,13.9,1,Y
IDCJAC0010,087025,1964,10,23,13.5,1,Y
IDCJAC0010,087025,1964,10,24,14.3,1,Y
IDCJAC0010,087025,1964,10,25,15.1,1,Y
IDCJAC0010,087025,1964,10,26,18.4,1,Y
IDCJAC0010,087025,1964,10,27,25.6,1,Y
IDCJAC0010,087025,1964,10,28,25.1,1,Y
IDCJAC0010,087025,1964,10,29,21.6,1,Y
IDCJAC0010,087025,1964,10,30,16.8,1,Y
IDCJAC0010,087025,1964,10,31,15.8,1,Y
IDCJAC0010,087025,1964,11,01,20.3,1,Y
IDCJAC0010,087025,1964,11,02,16.6,1,Y
IDCJAC0010,087025,1964,11,03,15.7,1,Y
