Date,Nickname,State,Location,Max.Temperature..C.,Average.Temperature.in.the.Previous.7.Days..Inclusive..C.,Rainfall..mm.,Sum.of.Rainfall.in.the.Previous.7.Days..Inclusive..mm.,Wind.Speed..m.s.,Relative.Humidity,isBushfire
15/10/2002,Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,23.59,21.64,0.00,7.37,2.813044919,0.273613336,FALSE
16/10/2002,Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,26.42,21.39,0.00,7.25,2.302191878,0.319530512,FALSE
17/10/2002,Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,31.27,23.4,0.00,6.30,3.612100661,0.237338636,TRUE
17/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,35.86,28.4,0.00,3.71,4.469259135,0.2728709,FALSE
18/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,30.84,29.3,0.00,3.13,4.554250616,0.527644306,FALSE
19/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,38.73,32.05,0.02,1.81,3.271019712,0.481702411,FALSE
20/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,37.85,33.53,0.00,0.51,2.712513469,0.29929871,FALSE
21/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,32.47,33.79,0.01,0.03,3.140050942,0.425572013,FALSE
22/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,32.77,34.51,0.23,0.26,3.111781996,0.524624817,FALSE
23/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,34.42,34.7,0.00,0.26,7.206383539,0.360193213,TRUE
17/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,37.41,29.03,0.00,7.28,3.922559819,0.238083865,FALSE
18/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,37.87,30.63,0.00,6.46,3.071562908,0.270091958,FALSE
19/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,39.98,33.77,0.00,0.66,3.561708505,0.397170622,FALSE
20/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,38.64,35.09,0.00,0.00,2.934360575,0.195969735,FALSE
21/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,32.41,35.34,0.00,0.00,3.089045863,0.168465844,FALSE
22/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,32.70,36.07,0.00,0.00,2.803640807,0.38198007,FALSE
23/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,35.45,36.35,0.00,0.00,6.500094256,0.307014033,TRUE
17/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,37.09,29.12,0.00,3.43,3.861226823,0.307532927,FALSE
18/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,29.24,29.91,0.01,2.83,3.866070912,0.590511581,FALSE
19/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,40.05,32.78,0.05,1.88,2.348104433,0.56220054,FALSE
20/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,37.48,34.46,0.01,0.74,2.920895983,0.35247533,FALSE
21/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,34.45,34.84,0.06,0.14,2.181652447,0.521429854,FALSE
22/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,33.01,35.35,0.27,0.42,2.655632824,0.573065334,FALSE
23/10/2002,"Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,35.80,35.3,0.00,0.42,6.547370948,0.373607073,TRUE
11/12/2002,Big Desert Fire,Victoria,Big Desert Wilderness Park,19.87,21.37,0.11,3.83,4.045723863,0.713084497,FALSE
12/12/2002,Big Desert Fire,Victoria,Big Desert Wilderness Park,25.63,22.65,0.00,0.25,3.754508431,0.549253039,FALSE
13/12/2002,Big Desert Fire,Victoria,Big Desert Wilderness Park,27.07,23.78,0.00,0.11,2.706168161,0.467109231,FALSE
14/12/2002,Big Desert Fire,Victoria,Big Desert Wilderness Park,35.08,24.96,0.00,0.11,1.987012801,0.352484588,FALSE
15/12/2002,Big Desert Fire,Victoria,Big Desert Wilderness Park,43.25,27.24,0.00,0.11,1.888148003,0.173375625,FALSE
16/12/2002,Big Desert Fire,Victoria,Big Desert Wilderness Park,42.79,30.59,0.00,0.11,2.982951981,0.138216754,FALSE
17/12/2002,Big Desert Fire,Victoria,Big Desert Wilderness Park,41.67,33.62,0.00,0.11,3.045581361,0.147521151,TRUE
11/12/2002,Big Desert Fire,Victoria,Wyperfield National Park,21.99,22.69,0.02,3.92,4.579257235,0.635986652,FALSE
12/12/2002,Big Desert Fire,Victoria,Wyperfield National Park,25.77,23.84,0.00,0.18,3.829732748,0.488880307,FALSE
13/12/2002,Big Desert Fire,Victoria,Wyperfield National Park,27.96,25.01,0.00,0.08,3.021888247,0.414773432,FALSE
14/12/2002,Big Desert Fire,Victoria,Wyperfield National Park,36.94,26.43,0.00,0.08,1.847104563,0.323905961,FALSE
15/12/2002,Big Desert Fire,Victoria,Wyperfield National Park,39.76,27.78,0.00,0.08,2.172354367,0.132786964,FALSE
16/12/2002,Big Desert Fire,Victoria,Wyperfield National Park,43.17,31.07,0.00,0.08,2.645886285,0.149807383,FALSE
17/12/2002,Big Desert Fire,Victoria,Wyperfield National Park,40.77,33.77,0.00,0.02,2.940599294,0.167260483,TRUE
02/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,23.40,25.86,0.02,4.73,1.999636858,0.639362596,FALSE
03/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,25.20,25.53,0.00,4.73,2.481853697,0.58798758,FALSE
04/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,26.79,25,0.00,4.73,2.173135388,0.554372461,FALSE
05/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,28.87,24.86,0.00,4.73,2.231330385,0.566472557,FALSE
06/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,29.87,24.92,0.00,4.68,2.04629843,0.507892842,FALSE
07/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,32.56,26.52,0.00,0.03,1.846850806,0.318988644,FALSE
08/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,21.69,26.91,0.03,0.06,2.891540122,0.501245105,TRUE
02/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Bright,23.40,25.86,0.02,4.73,1.999636858,0.639362596,FALSE
03/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Bright,25.20,25.53,0.00,4.73,2.481853697,0.58798758,FALSE
04/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Bright,26.79,25,0.00,4.73,2.173135388,0.554372461,FALSE
05/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Bright,28.87,24.86,0.00,4.73,2.231330385,0.566472557,FALSE
06/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Bright,29.87,24.92,0.00,4.68,2.04629843,0.507892842,FALSE
07/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Bright,32.56,26.52,0.00,0.03,1.846850806,0.318988644,FALSE
08/01/2003,2003 Eastern Victorian alpine bushfires,Victoria,Bright,21.69,26.91,0.03,0.06,2.891540122,0.501245105,TRUE
12/01/2003,2003 Canberra bushfires,Australian Capital Territory,Canberra,25.10,28.33,0.00,0.74,3.950923393,0.567453214,FALSE
13/01/2003,2003 Canberra bushfires,Australian Capital Territory,Canberra,28.64,27.8,0.00,0.19,3.129253962,0.587160723,FALSE
14/01/2003,2003 Canberra bushfires,Australian Capital Territory,Canberra,31.63,27.45,0.01,0.20,2.045065298,0.493892455,FALSE
15/01/2003,2003 Canberra bushfires,Australian Capital Territory,Canberra,32.16,27.77,0.13,0.32,3.262593441,0.569386805,FALSE
16/01/2003,2003 Canberra bushfires,Australian Capital Territory,Canberra,33.26,28.69,0.23,0.56,3.097941357,0.472316489,FALSE
17/01/2003,2003 Canberra bushfires,Australian Capital Territory,Canberra,36.58,30.17,0.00,0.55,3.276498252,0.339817771,FALSE
18/01/2003,2003 Canberra bushfires,Australian Capital Territory,Canberra,38.43,32.26,0.00,0.38,3.47492398,0.200605805,TRUE
04/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wangary,18.66,28.36,1.53,4.79,7.978628341,0.755756843,FALSE
05/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wangary,20.43,27.12,1.03,4.79,4.811445439,0.678329059,FALSE
06/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wangary,17.54,24.37,0.59,4.79,4.004147515,0.638584332,FALSE
07/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wangary,21.50,22.62,0.00,4.79,5.016431695,0.588070393,FALSE
08/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wangary,28.71,23.15,0.00,4.79,4.344352686,0.491102521,FALSE
09/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wangary,34.52,24.21,0.00,4.79,3.619230237,0.298903827,FALSE
10/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wangary,34.53,25.13,0.00,3.15,4.977237756,0.193272055,TRUE
04/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wanilla,18.96,29.2,1.81,5.39,7.192395158,0.724613702,FALSE
05/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wanilla,20.49,28.09,1.06,5.39,4.449928495,0.671931209,FALSE
06/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wanilla,17.06,25.14,0.57,5.39,3.694063979,0.642526001,FALSE
07/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wanilla,21.31,22.96,0.00,5.39,4.595235378,0.586193007,FALSE
08/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wanilla,29.11,23.54,0.00,5.39,4.196898353,0.501408871,FALSE
09/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wanilla,37.16,25.05,0.00,5.39,2.876082957,0.322186239,FALSE
10/01/2005,2005 Eyre Peninsula bushfire,South Australia,Wanilla,38.19,26.04,0.00,3.44,4.59850676,0.178307782,TRUE
04/01/2005,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,19.35,28.16,1.35,4.73,7.558768547,0.700983357,FALSE
05/01/2005,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,19.88,27.32,0.95,4.73,4.912855253,0.67341338,FALSE
06/01/2005,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,16.68,24.95,0.78,4.73,4.261614748,0.650267173,FALSE
07/01/2005,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,20.21,22.53,0.00,4.73,4.865206779,0.591818722,FALSE
08/01/2005,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,26.33,22.92,0.00,4.69,4.710932704,0.533791693,FALSE
09/01/2005,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,35.70,24.44,0.00,4.69,3.054189736,0.35495928,FALSE
10/01/2005,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,39.03,25.31,0.00,3.08,4.39868514,0.196040475,TRUE
04/01/2005,2005 Eyre Peninsula bushfire,South Australia,North Shields,19.35,28.16,1.35,4.73,7.558768547,0.700983357,FALSE
05/01/2005,2005 Eyre Peninsula bushfire,South Australia,North Shields,19.88,27.32,0.95,4.73,4.912855253,0.67341338,FALSE
06/01/2005,2005 Eyre Peninsula bushfire,South Australia,North Shields,16.68,24.95,0.78,4.73,4.261614748,0.650267173,FALSE
07/01/2005,2005 Eyre Peninsula bushfire,South Australia,North Shields,20.21,22.53,0.00,4.73,4.865206779,0.591818722,FALSE
08/01/2005,2005 Eyre Peninsula bushfire,South Australia,North Shields,26.33,22.92,0.00,4.69,4.710932704,0.533791693,FALSE
09/01/2005,2005 Eyre Peninsula bushfire,South Australia,North Shields,35.70,24.44,0.00,4.69,3.054189736,0.35495928,FALSE
10/01/2005,2005 Eyre Peninsula bushfire,South Australia,North Shields,39.03,25.31,0.00,3.08,4.39868514,0.196040475,TRUE
04/01/2005,2005 Eyre Peninsula bushfire,South Australia, Louth Bay,19.35,28.16,1.35,4.73,7.558768547,0.700983357,FALSE
05/01/2005,2005 Eyre Peninsula bushfire,South Australia, Louth Bay,19.88,27.32,0.95,4.73,4.912855253,0.67341338,FALSE
06/01/2005,2005 Eyre Peninsula bushfire,South Australia, Louth Bay,16.68,24.95,0.78,4.73,4.261614748,0.650267173,FALSE
07/01/2005,2005 Eyre Peninsula bushfire,South Australia, Louth Bay,20.21,22.53,0.00,4.73,4.865206779,0.591818722,FALSE
08/01/2005,2005 Eyre Peninsula bushfire,South Australia, Louth Bay,26.33,22.92,0.00,4.69,4.710932704,0.533791693,FALSE
09/01/2005,2005 Eyre Peninsula bushfire,South Australia, Louth Bay,35.70,24.44,0.00,4.69,3.054189736,0.35495928,FALSE
10/01/2005,2005 Eyre Peninsula bushfire,South Australia, Louth Bay,39.03,25.31,0.00,3.08,4.39868514,0.196040475,TRUE
25/12/2005,2005 Victoria bushfire,Victoria,Stawell,16.68,26.57,1.15,5.83,3.878747583,0.719024244,FALSE
26/12/2005,2005 Victoria bushfire,Victoria,Stawell,24.69,26.52,0.03,5.81,2.252629007,0.606811786,FALSE
27/12/2005,2005 Victoria bushfire,Victoria,Stawell,33.28,26.5,0.11,5.91,2.729259188,0.353501772,FALSE
28/12/2005,2005 Victoria bushfire,Victoria,Stawell,26.82,25.98,0.12,5.41,3.476597697,0.42449902,FALSE
29/12/2005,2005 Victoria bushfire,Victoria,Stawell,30.97,26.38,0.00,5.41,2.668525088,0.438638591,FALSE
30/12/2005,2005 Victoria bushfire,Victoria,Stawell,39.23,27.01,0.00,3.06,3.093110328,0.215738313,FALSE
31/12/2005,2005 Victoria bushfire,Victoria,Stawell,40.55,30.32,0.00,1.41,2.961594958,0.262542729,TRUE
25/12/2005,2005 Victoria bushfire,Victoria,Yea,21.35,27.23,0.02,3.31,2.624928819,0.545809526,FALSE
26/12/2005,2005 Victoria bushfire,Victoria,Yea,26.48,27.79,0.08,3.09,1.136442832,0.542270226,FALSE
27/12/2005,2005 Victoria bushfire,Victoria,Yea,31.30,27.86,0.00,3.09,2.687933357,0.340848804,FALSE
28/12/2005,2005 Victoria bushfire,Victoria,Yea,27.83,26.94,0.37,3.36,2.597976828,0.328585744,FALSE
29/12/2005,2005 Victoria bushfire,Victoria,Yea,31.94,27.82,0.00,3.36,1.402588412,0.530687904,FALSE
30/12/2005,2005 Victoria bushfire,Victoria,Yea,38.28,28.33,0.00,2.85,2.364201274,0.299429762,FALSE
31/12/2005,2005 Victoria bushfire,Victoria,Yea,40.81,31.14,0.00,0.47,3.860008226,0.159078145,TRUE
13/01/2006,Grampians Fire,Victoria,The Grampians,24.35,28,0.41,5.31,2.651338234,0.607230751,FALSE
14/01/2006,Grampians Fire,Victoria,The Grampians,26.65,27.46,0.00,5.31,2.828993656,0.554887415,FALSE
15/01/2006,Grampians Fire,Victoria,The Grampians,28.11,26.2,0.00,5.31,3.078058603,0.49250688,FALSE
16/01/2006,Grampians Fire,Victoria,The Grampians,31.44,26.97,0.02,3.61,2.355739758,0.440824825,FALSE
17/01/2006,Grampians Fire,Victoria,The Grampians,25.43,26.59,0.03,3.51,2.775096604,0.583041574,FALSE
18/01/2006,Grampians Fire,Victoria,The Grampians,30.16,27.67,0.00,0.46,3.099707786,0.500627339,FALSE
19/01/2006,Grampians Fire,Victoria,The Grampians,33.73,28.55,0.00,0.46,3.228077228,0.477494282,TRUE
16/01/2006,Grampians Fire,Victoria,Dunkeld,29.91,24.7,0.15,3.06,1.999017013,0.529491213,FALSE
17/01/2006,Grampians Fire,Victoria,Dunkeld,23.65,24.54,0.22,2.93,2.527594439,0.67954316,FALSE
18/01/2006,Grampians Fire,Victoria,Dunkeld,28.25,25.52,0.02,0.85,2.827278884,0.563265846,FALSE
19/01/2006,Grampians Fire,Victoria,Dunkeld,33.91,26.77,0.00,0.85,2.68693487,0.497451949,FALSE
20/01/2006,Grampians Fire,Victoria,Dunkeld,37.44,28.97,0.80,1.19,3.360941005,0.374728415,FALSE
21/01/2006,Grampians Fire,Victoria,Dunkeld,40.22,31.31,0.68,1.86,1.864375763,0.39179193,FALSE
22/01/2006,Grampians Fire,Victoria,Dunkeld,41.28,33.53,0.00,1.86,3.987975496,0.36267134,TRUE
31/01/2006,Pulletop bushfire,New South Wales,Pulletop,38.02,39.87,0.00,0.03,2.99668499,0.391802909,FALSE
01/02/2006,Pulletop bushfire,New South Wales,Pulletop,40.03,40.56,0.02,0.05,2.603296535,0.357370942,FALSE
02/02/2006,Pulletop bushfire,New South Wales,Pulletop,39.09,40.67,0.00,0.05,3.08320023,0.327002879,FALSE
03/02/2006,Pulletop bushfire,New South Wales,Pulletop,36.85,40.41,0.00,0.02,2.113002904,0.406628698,FALSE
04/02/2006,Pulletop bushfire,New South Wales,Pulletop,33.69,38.85,0.08,0.10,2.014068214,0.423909936,FALSE
05/02/2006,Pulletop bushfire,New South Wales,Pulletop,35.74,37.83,0.00,0.10,2.355352812,0.376496967,FALSE
06/02/2006,Pulletop bushfire,New South Wales,Pulletop,35.37,36.97,0.00,0.10,4.008279199,0.2684563,TRUE
18/09/2006,Shoalhaven bushfire,New South Wales,Shoalhaven,25.65,20.55,0.00,1.91,2.831958582,0.530127086,FALSE
19/09/2006,Shoalhaven bushfire,New South Wales,Shoalhaven,26.90,22.25,0.00,0.15,3.973634506,0.449540391,FALSE
20/09/2006,Shoalhaven bushfire,New South Wales,Shoalhaven,23.05,22.97,0.00,0.00,3.424716663,0.47748171,FALSE
21/09/2006,Shoalhaven bushfire,New South Wales,Shoalhaven,23.31,23.06,0.00,0.00,3.793351518,0.399836028,FALSE
22/09/2006,Shoalhaven bushfire,New South Wales,Shoalhaven,26.03,23.94,0.00,0.00,4.070280649,0.385921588,FALSE
23/09/2006,Shoalhaven bushfire,New South Wales,Shoalhaven,24.18,24.54,0.00,0.00,2.417137996,0.400228843,FALSE
24/09/2006,Shoalhaven bushfire,New South Wales,Shoalhaven,30.32,25.64,0.00,0.00,6.273430735,0.425521991,TRUE
18/09/2006,Hawkesbury River bushfire,New South Wales,Hawkesbury River,25.96,21.18,0.00,1.00,1.690906998,0.540042372,FALSE
19/09/2006,Hawkesbury River bushfire,New South Wales,Hawkesbury River,28.03,22.97,0.00,0.08,2.270149681,0.454644941,FALSE
20/09/2006,Hawkesbury River bushfire,New South Wales,Hawkesbury River,27.92,24.24,0.00,0.00,3.072690192,0.405985336,FALSE
21/09/2006,Hawkesbury River bushfire,New South Wales,Hawkesbury River,26.58,24.8,0.00,0.00,1.273027342,0.447031162,FALSE
22/09/2006,Hawkesbury River bushfire,New South Wales,Hawkesbury River,29.11,25.84,0.00,0.00,2.267525797,0.337040274,FALSE
23/09/2006,Hawkesbury River bushfire,New South Wales,Hawkesbury River,30.44,27.14,0.00,0.00,1.965207213,0.321858091,FALSE
24/09/2006,Hawkesbury River bushfire,New South Wales,Hawkesbury River,32.67,28.67,0.00,0.00,3.902324591,0.305971398,TRUE
06/10/2006,Hobart's Eastern Shore bushfire,Tasmania,Hobart,18.81,19.51,0.00,19.26,6.227056345,0.585030926,FALSE
07/10/2006,Hobart's Eastern Shore bushfire,Tasmania,Hobart,20.80,19.79,0.08,19.33,5.683050989,0.534431049,FALSE
08/10/2006,Hobart's Eastern Shore bushfire,Tasmania,Hobart,12.21,18.41,0.72,19.67,7.133492137,0.538318121,FALSE
09/10/2006,Hobart's Eastern Shore bushfire,Tasmania,Hobart,14.98,18.11,0.00,19.62,6.301034238,0.554084967,FALSE
10/10/2006,Hobart's Eastern Shore bushfire,Tasmania,Hobart,22.09,18.46,0.00,19.62,3.559029163,0.532110925,FALSE
11/10/2006,Hobart's Eastern Shore bushfire,Tasmania,Hobart,26.61,19.02,0.00,19.62,7.927067547,0.243473979,FALSE
12/10/2006,Hobart's Eastern Shore bushfire,Tasmania,Hobart,29.73,20.75,0.00,0.80,8.568042094,0.215095947,TRUE
07/11/2006,Blue Mountains bushfire,New South Wales,Blue Mountains,22.13,22.57,9.14,43.96,1.876688025,0.830806522,FALSE
08/11/2006,Blue Mountains bushfire,New South Wales,Blue Mountains,18.92,21.01,1.46,45.42,1.41273399,0.825888334,FALSE
09/11/2006,Blue Mountains bushfire,New South Wales,Blue Mountains,17.86,19.37,0.48,28.35,1.518727657,0.762151704,FALSE
10/11/2006,Blue Mountains bushfire,New South Wales,Blue Mountains,24.63,19.1,0.00,21.74,1.525503544,0.641564999,FALSE
11/11/2006,Blue Mountains bushfire,New South Wales,Blue Mountains,33.40,21.4,0.00,17.53,1.982523701,0.476850633,FALSE
12/11/2006,Blue Mountains bushfire,New South Wales,Blue Mountains,34.83,24,0.17,13.07,1.59403511,0.507846302,FALSE
13/11/2006,Blue Mountains bushfire,New South Wales,Blue Mountains,30.87,26.09,0.21,11.46,3.278930379,0.510727549,TRUE
04/01/2007,Mt Bold bushfire,South Australia,Mt Bold,31.95,29.6,0.00,1.43,4.233965368,0.443803393,FALSE
05/01/2007,Mt Bold bushfire,South Australia,Mt Bold,28.83,30.14,12.38,12.55,3.861847171,0.674608055,FALSE
06/01/2007,Mt Bold bushfire,South Australia,Mt Bold,29.76,30.15,1.28,13.66,6.586911118,0.618820168,FALSE
07/01/2007,Mt Bold bushfire,South Australia,Mt Bold,19.72,28.92,3.42,17.08,5.948793454,0.777875639,FALSE
08/01/2007,Mt Bold bushfire,South Australia,Mt Bold,21.48,27.55,0.00,17.08,4.056010441,0.665384784,FALSE
09/01/2007,Mt Bold bushfire,South Australia,Mt Bold,27.80,27.32,0.00,17.08,2.164844136,0.565769587,FALSE
10/01/2007,Mt Bold bushfire,South Australia,Mt Bold,35.79,27.91,0.00,17.08,4.9401595,0.327045663,TRUE
28/01/2007,Dwellingup bushfire,Western Australia,Dwellingup,39.99,38.48,2.91,2.93,2.881555915,0.272349901,FALSE
29/01/2007,Dwellingup bushfire,Western Australia,Dwellingup,37.67,38.82,0.17,3.10,2.951658299,0.449981441,FALSE
30/01/2007,Dwellingup bushfire,Western Australia,Dwellingup,31.39,38.36,0.02,3.12,2.840539554,0.698900051,FALSE
31/01/2007,Dwellingup bushfire,Western Australia,Dwellingup,29.14,36.98,0.58,3.70,2.460184865,0.743483357,FALSE
01/02/2007,Dwellingup bushfire,Western Australia,Dwellingup,34.53,36.2,0.10,3.79,2.533257628,0.559593848,FALSE
02/02/2007,Dwellingup bushfire,Western Australia,Dwellingup,46.25,36.98,0.00,3.78,3.353283653,0.325904292,FALSE
03/02/2007,Dwellingup bushfire,Western Australia,Dwellingup,39.07,36.86,0.00,3.78,4.594407455,0.293702234,TRUE
30/11/2007,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,17.71,18.2,0.10,0.12,6.167557322,0.859535332,FALSE
01/12/2007,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,21.16,18.88,0.00,0.12,5.230328,0.739150904,FALSE
02/12/2007,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,22.18,19.48,0.72,0.83,6.757641761,0.736837116,FALSE
03/12/2007,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,16.88,19.44,1.65,2.49,8.140777086,0.75209246,FALSE
04/12/2007,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,15.66,18.77,1.20,3.69,4.740977191,0.756697018,FALSE
05/12/2007,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,17.71,18.6,0.67,4.36,4.445330343,0.722377092,FALSE
06/12/2007,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,27.18,19.78,0.10,4.45,9.006523275,0.648198544,TRUE
24/12/2007,Boorabbin National Park,Western Australia,Boorabbin National Park,29.89,27.44,0.00,0.68,4.927968182,0.355513155,FALSE
25/12/2007,Boorabbin National Park,Western Australia,Boorabbin National Park,35.13,29.13,0.00,0.36,4.675049841,0.298283145,FALSE
26/12/2007,Boorabbin National Park,Western Australia,Boorabbin National Park,39.64,30.5,0.00,0.36,3.744182957,0.15733613,FALSE
27/12/2007,Boorabbin National Park,Western Australia,Boorabbin National Park,42.29,32.04,0.00,0.23,3.993559788,0.09703395,FALSE
28/12/2007,Boorabbin National Park,Western Australia,Boorabbin National Park,38.69,34.35,0.00,0.13,4.962202793,0.357376311,FALSE
29/12/2007,Boorabbin National Park,Western Australia,Boorabbin National Park,34.36,35.61,0.04,0.04,4.669035457,0.469771173,FALSE
30/12/2007,Boorabbin National Park,Western Australia,Boorabbin National Park,43.85,37.69,0.00,0.04,5.314701947,0.290646585,TRUE
07/01/2009,Port Lincoln bushfire,South Australia,Port Lincoln,21.04,24.03,1.19,1.30,5.152623007,0.692243623,FALSE
08/01/2009,Port Lincoln bushfire,South Australia,Port Lincoln,21.08,24.43,0.00,1.30,6.326011592,0.618226079,FALSE
09/01/2009,Port Lincoln bushfire,South Australia,Port Lincoln,24.18,25.06,0.00,1.30,5.163826635,0.622546688,FALSE
10/01/2009,Port Lincoln bushfire,South Australia,Port Lincoln,22.58,24.45,0.00,1.30,5.444895782,0.648811112,FALSE
11/01/2009,Port Lincoln bushfire,South Australia,Port Lincoln,23.03,23.7,0.00,1.30,4.976818276,0.601727197,FALSE
12/01/2009,Port Lincoln bushfire,South Australia,Port Lincoln,30.84,24.34,0.00,1.30,4.442247109,0.46894935,FALSE
13/01/2009,Port Lincoln bushfire,South Australia,Port Lincoln,42.60,26.48,0.00,1.19,5.369237895,0.240945916,TRUE
22/01/2009,Black Saturday bushfires,Victoria,Delburn,34.27,28.04,2.85,7.71,3.526498844,0.571017966,FALSE
23/01/2009,Black Saturday bushfires,Victoria,Delburn,30.75,30.59,0.01,4.88,0.958267592,0.569893723,FALSE
24/01/2009,Black Saturday bushfires,Victoria,Delburn,17.33,30.17,0.66,3.52,2.815813315,0.740307669,FALSE
25/01/2009,Black Saturday bushfires,Victoria,Delburn,27.67,30.41,0.00,3.52,1.380292229,0.644946595,FALSE
26/01/2009,Black Saturday bushfires,Victoria,Delburn,25.36,29.31,0.00,3.52,1.993510699,0.701360932,FALSE
27/01/2009,Black Saturday bushfires,Victoria,Delburn,34.17,28.64,0.02,3.54,1.716902541,0.583720229,FALSE
28/01/2009,Black Saturday bushfires,Victoria,Delburn,42.15,30.24,0.00,3.54,1.721641384,0.32589126,TRUE
23/01/2009,Black Saturday bushfires,Victoria,Branxholme,26.38,26.87,0.00,4.46,2.685306101,0.507832201,FALSE
24/01/2009,Black Saturday bushfires,Victoria,Branxholme,18.31,26.47,1.76,6.22,2.934013882,0.701799619,FALSE
25/01/2009,Black Saturday bushfires,Victoria,Branxholme,25.26,26.28,0.00,6.22,1.775546996,0.635771337,FALSE
26/01/2009,Black Saturday bushfires,Victoria,Branxholme,24.91,25.12,0.01,6.23,2.231796144,0.718810424,FALSE
27/01/2009,Black Saturday bushfires,Victoria,Branxholme,37.15,26.24,0.00,6.23,1.89150114,0.468656927,FALSE
28/01/2009,Black Saturday bushfires,Victoria,Branxholme,43.05,28.43,0.00,6.23,2.469927995,0.229679636,FALSE
29/01/2009,Black Saturday bushfires,Victoria,Branxholme,43.45,31.22,0.13,1.90,2.64797362,0.300753976,TRUE
29/01/2009,Bunyip State Park bushfire,Victoria,Bunyip State Park,40.03,30.94,0.08,0.58,3.038443276,0.228334897,FALSE
30/01/2009,Bunyip State Park bushfire,Victoria,Bunyip State Park,42.08,32.7,0.00,0.58,1.869302003,0.34769516,FALSE
