Date,Nickname,State,Location,Max.Temperature..C.,Average.Temperature.in.the.Previous.7.Days..Inclusive..C.,Rainfall..mm.,Sum.of.Rainfall.in.the.Previous.7.Days..Inclusive..mm.,Wind.Speed..m.s.,Relative.Humidity,isBushfire
31/01/2009,Bunyip State Park bushfire,Victoria,Bunyip State Park,37.77,35.6,0.37,0.47,2.080631295,0.563123523,FALSE
01/02/2009,Bunyip State Park bushfire,Victoria,Bunyip State Park,26.28,35.27,1.15,1.62,2.893325833,0.768230964,FALSE
02/02/2009,Bunyip State Park bushfire,Victoria,Bunyip State Park,30.27,35.85,1.89,3.51,1.976508365,0.742088775,FALSE
03/02/2009,Bunyip State Park bushfire,Victoria,Bunyip State Park,20.87,33.91,0.88,4.37,2.568937195,0.861685588,FALSE
04/02/2009,Bunyip State Park bushfire,Victoria,Bunyip State Park,30.15,32.49,0.53,4.90,2.048390525,0.739587444,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Delburn,22.21,35.3,0.83,0.94,2.890757393,0.855074096,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Delburn,31.31,36.15,0.44,1.38,1.737792075,0.754774073,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Delburn,19.56,34.06,1.23,2.59,2.295338714,0.876332684,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Delburn,26.87,31.88,1.57,4.16,2.403984488,0.847519883,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Delburn,32.23,30.44,0.00,4.16,2.541780075,0.62882411,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Delburn,31.58,28.81,0.04,4.19,1.453980041,0.634834619,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Delburn,45.01,29.82,0.00,4.10,3.539138182,0.359207703,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Kinglake,30.95,36.1,0.48,0.74,2.307321202,0.680601068,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Kinglake,31.30,36.86,0.16,0.88,1.820586568,0.7239732,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Kinglake,26.58,35.47,0.51,1.30,2.782214004,0.770875942,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Kinglake,32.67,34.41,0.09,1.39,1.472153331,0.631013037,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Kinglake,32.91,33.27,0.00,1.24,2.598129559,0.565342807,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Kinglake,34.36,32.24,0.30,1.54,1.465883712,0.613838139,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Kinglake,43.40,33.17,0.17,1.71,4.170977228,0.299419887,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Toolangi,30.95,36.1,0.48,0.74,2.307321202,0.680601068,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Toolangi,31.30,36.86,0.16,0.88,1.820586568,0.7239732,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Toolangi,26.58,35.47,0.51,1.30,2.782214004,0.770875942,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Toolangi,32.67,34.41,0.09,1.39,1.472153331,0.631013037,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Toolangi,32.91,33.27,0.00,1.24,2.598129559,0.565342807,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Toolangi,34.36,32.24,0.30,1.54,1.465883712,0.613838139,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Toolangi,43.40,33.17,0.17,1.71,4.170977228,0.299419887,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Healesville,30.95,36.1,0.48,0.74,2.307321202,0.680601068,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Healesville,31.30,36.86,0.16,0.88,1.820586568,0.7239732,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Healesville,26.58,35.47,0.51,1.30,2.782214004,0.770875942,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Healesville,32.67,34.41,0.09,1.39,1.472153331,0.631013037,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Healesville,32.91,33.27,0.00,1.24,2.598129559,0.565342807,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Healesville,34.36,32.24,0.30,1.54,1.465883712,0.613838139,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Healesville,43.40,33.17,0.17,1.71,4.170977228,0.299419887,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Strathewen,30.95,36.1,0.48,0.74,2.307321202,0.680601068,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Strathewen,31.30,36.86,0.16,0.88,1.820586568,0.7239732,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Strathewen,26.58,35.47,0.51,1.30,2.782214004,0.770875942,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Strathewen,32.67,34.41,0.09,1.39,1.472153331,0.631013037,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Strathewen,32.91,33.27,0.00,1.24,2.598129559,0.565342807,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Strathewen,34.36,32.24,0.30,1.54,1.465883712,0.613838139,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Strathewen,43.40,33.17,0.17,1.71,4.170977228,0.299419887,TRUE
01/02/2009,Black Saturday bushfires,Victoria,St Andrew,30.95,36.1,0.48,0.74,2.307321202,0.680601068,FALSE
02/02/2009,Black Saturday bushfires,Victoria,St Andrew,31.30,36.86,0.16,0.88,1.820586568,0.7239732,FALSE
03/02/2009,Black Saturday bushfires,Victoria,St Andrew,26.58,35.47,0.51,1.30,2.782214004,0.770875942,FALSE
04/02/2009,Black Saturday bushfires,Victoria,St Andrew,32.67,34.41,0.09,1.39,1.472153331,0.631013037,FALSE
05/02/2009,Black Saturday bushfires,Victoria,St Andrew,32.91,33.27,0.00,1.24,2.598129559,0.565342807,FALSE
06/02/2009,Black Saturday bushfires,Victoria,St Andrew,34.36,32.24,0.30,1.54,1.465883712,0.613838139,FALSE
07/02/2009,Black Saturday bushfires,Victoria,St Andrew,43.40,33.17,0.17,1.71,4.170977228,0.299419887,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Marysville,33.03,36.08,0.41,0.42,2.804885644,0.60046943,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Marysville,31.01,36.34,1.28,1.71,1.698946876,0.687873267,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Marysville,27.65,35.29,0.12,1.81,2.820568547,0.729467391,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Marysville,33.92,34.75,0.01,1.82,1.511870351,0.593887737,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Marysville,34.81,34.18,0.00,1.82,2.604276976,0.474657813,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Marysville,35.52,33.7,0.24,2.05,1.892680248,0.537097595,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Marysville,41.35,33.9,0.03,2.08,3.987798287,0.266768364,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Buxton,33.03,36.08,0.41,0.42,2.804885644,0.60046943,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Buxton,31.01,36.34,1.28,1.71,1.698946876,0.687873267,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Buxton,27.65,35.29,0.12,1.81,2.820568547,0.729467391,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Buxton,33.92,34.75,0.01,1.82,1.511870351,0.593887737,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Buxton,34.81,34.18,0.00,1.82,2.604276976,0.474657813,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Buxton,35.52,33.7,0.24,2.05,1.892680248,0.537097595,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Buxton,41.35,33.9,0.03,2.08,3.987798287,0.266768364,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Kilmore,33.19,37,0.77,0.89,2.775121106,0.61463217,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Kilmore,32.57,37.57,1.12,2.00,1.733366939,0.70252066,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Kilmore,28.75,36.41,0.22,2.14,2.974653168,0.720753041,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Kilmore,34.33,35.71,0.00,2.14,1.380475965,0.590007511,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Kilmore,35.47,35.04,0.00,2.11,2.472934305,0.515439428,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Kilmore,36.70,34.55,0.45,2.56,1.652229491,0.553692189,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Kilmore,42.37,34.77,0.07,2.63,4.017312275,0.275055865,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Flowerdale,33.19,37,0.77,0.89,2.775121106,0.61463217,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Flowerdale,32.57,37.57,1.12,2.00,1.733366939,0.70252066,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Flowerdale,28.75,36.41,0.22,2.14,2.974653168,0.720753041,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Flowerdale,34.33,35.71,0.00,2.14,1.380475965,0.590007511,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Flowerdale,35.47,35.04,0.00,2.11,2.472934305,0.515439428,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Flowerdale,36.70,34.55,0.45,2.56,1.652229491,0.553692189,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Flowerdale,42.37,34.77,0.07,2.63,4.017312275,0.275055865,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Bendigo,36.61,41.07,0.27,0.32,3.322617105,0.500557262,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Bendigo,39.51,41.8,0.04,0.36,2.241572079,0.559869941,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Bendigo,33.68,40.95,0.00,0.33,3.025425031,0.574597329,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Bendigo,38.95,40.38,0.04,0.36,1.534182835,0.496550135,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Bendigo,40.00,40.01,0.00,0.36,2.239268069,0.350854024,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Bendigo,40.10,39.53,0.00,0.36,1.885920261,0.460759907,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Bendigo,44.95,39.11,0.00,0.35,3.520248743,0.239206795,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Maiden Gully,36.61,41.07,0.27,0.32,3.322617105,0.500557262,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Maiden Gully,39.51,41.8,0.04,0.36,2.241572079,0.559869941,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Maiden Gully,33.68,40.95,0.00,0.33,3.025425031,0.574597329,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Maiden Gully,38.95,40.38,0.04,0.36,1.534182835,0.496550135,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Maiden Gully,40.00,40.01,0.00,0.36,2.239268069,0.350854024,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Maiden Gully,40.10,39.53,0.00,0.36,1.885920261,0.460759907,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Maiden Gully,44.95,39.11,0.00,0.35,3.520248743,0.239206795,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Horsham,39.51,42.34,0.26,0.31,3.07082855,0.354557835,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Horsham,39.29,42.84,0.00,0.31,3.756976695,0.403061412,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Horsham,36.29,41.53,0.00,0.31,3.247262706,0.468290344,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Horsham,41.16,40.95,0.00,0.31,1.647414366,0.369125155,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Horsham,38.22,40.11,0.00,0.31,3.850069072,0.319478156,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Horsham,42.03,39.82,0.12,0.43,2.132403867,0.391491212,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Horsham,46.42,40.42,0.46,0.83,5.714802713,0.215554003,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Coleraine,35.36,37.49,0.80,1.03,2.690372536,0.557941169,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Coleraine,31.89,38.02,0.05,1.07,2.566324268,0.653557422,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Coleraine,29.17,36.69,0.40,1.46,2.789462861,0.660610497,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Coleraine,35.57,35.53,0.07,1.53,1.546440458,0.557725464,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Coleraine,29.48,33.65,0.00,1.49,2.280208144,0.652846631,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Coleraine,37.05,32.92,1.30,2.79,1.717609504,0.588886596,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Coleraine,43.79,34.62,0.46,3.08,3.526491652,0.478248861,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Churchill,20.92,35.36,1.19,1.32,2.520835245,0.883533232,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Churchill,32.41,36.43,1.25,2.57,1.568629484,0.747265598,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Churchill,18.64,34.35,1.76,4.22,2.071351656,0.89186932,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Churchill,25.54,31.8,2.51,6.73,2.383315981,0.879402101,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Churchill,34.04,30.46,0.02,6.75,2.407706511,0.615610515,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Churchill,29.90,28.56,0.01,6.76,1.69544997,0.655099161,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Churchill,45.09,29.51,0.00,6.74,3.342972971,0.363853877,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Murrindindi,33.03,36.08,0.41,0.42,2.804885644,0.60046943,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Murrindindi,31.01,36.34,1.28,1.71,1.698946876,0.687873267,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Murrindindi,27.65,35.29,0.12,1.81,2.820568547,0.729467391,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Murrindindi,33.92,34.75,0.01,1.82,1.511870351,0.593887737,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Murrindindi,34.81,34.18,0.00,1.82,2.604276976,0.474657813,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Murrindindi,35.52,33.69,0.24,2.05,1.892680248,0.537097595,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Murrindindi,41.35,33.9,0.03,2.08,3.987798287,0.266768364,TRUE
01/02/2009,Black Saturday bushfires,Victoria,Upper Ferntree Gully,27.65,31.6,0.44,0.69,2.524795838,0.74497781,FALSE
02/02/2009,Black Saturday bushfires,Victoria,Upper Ferntree Gully,28.30,32.32,0.25,0.93,2.189082363,0.767908958,FALSE
03/02/2009,Black Saturday bushfires,Victoria,Upper Ferntree Gully,24.43,31.35,0.64,1.52,3.178326763,0.792470684,FALSE
04/02/2009,Black Saturday bushfires,Victoria,Upper Ferntree Gully,28.95,30.46,0.15,1.66,2.046170109,0.714015323,FALSE
05/02/2009,Black Saturday bushfires,Victoria,Upper Ferntree Gully,28.59,29.33,0.01,1.48,2.852183125,0.673049311,FALSE
06/02/2009,Black Saturday bushfires,Victoria,Upper Ferntree Gully,29.81,28.47,0.84,2.32,1.566733471,0.700158917,FALSE
07/02/2009,Black Saturday bushfires,Victoria,Upper Ferntree Gully,39.34,29.58,0.25,2.57,4.383648216,0.412943615,TRUE
13/11/2009,2009 South Australia bushfire,South Australia,Curramulka,28.26,30.82,0.15,0.15,1.835856047,0.708095336,FALSE
14/11/2009,2009 South Australia bushfire,South Australia,Curramulka,31.70,31.04,0.00,0.15,2.253471665,0.593935178,FALSE
15/11/2009,2009 South Australia bushfire,South Australia,Curramulka,27.52,30.4,0.00,0.15,1.39911153,0.646603463,FALSE
16/11/2009,2009 South Australia bushfire,South Australia,Curramulka,21.27,28.9,1.06,1.21,3.080554411,0.664261742,FALSE
17/11/2009,2009 South Australia bushfire,South Australia,Curramulka,21.80,27.36,1.08,2.30,1.606698337,0.795077123,FALSE
18/11/2009,2009 South Australia bushfire,South Australia,Curramulka,30.83,26.93,0.26,2.55,1.595495724,0.610748212,FALSE
19/11/2009,2009 South Australia bushfire,South Australia,Curramulka,32.85,27.75,0.00,2.55,3.541333271,0.32538549,TRUE
13/11/2009,2009 South Australia bushfire,South Australia,Pine Point,28.26,30.82,0.15,0.15,1.835856047,0.708095336,FALSE
14/11/2009,2009 South Australia bushfire,South Australia,Pine Point,31.70,31.04,0.00,0.15,2.253471665,0.593935178,FALSE
15/11/2009,2009 South Australia bushfire,South Australia,Pine Point,27.52,30.4,0.00,0.15,1.39911153,0.646603463,FALSE
16/11/2009,2009 South Australia bushfire,South Australia,Pine Point,21.27,28.9,1.06,1.21,3.080554411,0.664261742,FALSE
17/11/2009,2009 South Australia bushfire,South Australia,Pine Point,21.80,27.36,1.08,2.30,1.606698337,0.795077123,FALSE
18/11/2009,2009 South Australia bushfire,South Australia,Pine Point,30.83,26.93,0.26,2.55,1.595495724,0.610748212,FALSE
19/11/2009,2009 South Australia bushfire,South Australia,Pine Point,32.85,27.75,0.00,2.55,3.541333271,0.32538549,TRUE
13/11/2009,2009 South Australia bushfire,South Australia,Spring Gully,39.87,39.18,0.00,0.00,3.025057943,0.180723925,FALSE
14/11/2009,2009 South Australia bushfire,South Australia,Spring Gully,41.39,39.88,0.00,0.00,2.724070413,0.164241457,FALSE
15/11/2009,2009 South Australia bushfire,South Australia,Spring Gully,41.29,40.53,0.00,0.00,2.956924623,0.151205498,FALSE
16/11/2009,2009 South Australia bushfire,South Australia,Spring Gully,37.17,40.1,0.00,0.00,3.3924211,0.268728757,FALSE
17/11/2009,2009 South Australia bushfire,South Australia,Spring Gully,37.06,39.76,0.00,0.00,2.736155183,0.326825451,FALSE
18/11/2009,2009 South Australia bushfire,South Australia,Spring Gully,43.75,40.06,0.00,0.00,5.202042066,0.185696304,FALSE
19/11/2009,2009 South Australia bushfire,South Australia,Spring Gully,42.53,40.44,0.00,0.00,2.655185025,0.232968571,TRUE
13/11/2009,2009 South Australia bushfire,South Australia,Wirrabara,36.87,35.97,0.00,0.00,3.771732741,0.20629577,FALSE
14/11/2009,2009 South Australia bushfire,South Australia,Wirrabara,37.11,36.39,0.00,0.00,3.3100893,0.205551622,FALSE
15/11/2009,2009 South Australia bushfire,South Australia,Wirrabara,38.13,36.66,0.00,0.00,3.528559717,0.191198752,FALSE
16/11/2009,2009 South Australia bushfire,South Australia,Wirrabara,33.06,36.31,0.00,0.00,3.45839717,0.363641249,FALSE
17/11/2009,2009 South Australia bushfire,South Australia,Wirrabara,33.64,35.87,0.00,0.00,3.245955996,0.307805269,FALSE
18/11/2009,2009 South Australia bushfire,South Australia,Wirrabara,40.62,36.6,0.00,0.00,5.634724774,0.216445289,FALSE
19/11/2009,2009 South Australia bushfire,South Australia,Wirrabara,39.49,36.99,0.01,0.01,3.734797295,0.2461064,TRUE
17/12/2009,2009 Port Lincoln bushfire,South Australia,Port Lincoln,20.48,27.69,1.49,1.63,6.239499992,0.641259209,FALSE
18/12/2009,2009 Port Lincoln bushfire,South Australia,Port Lincoln,21.35,27.83,0.03,1.65,3.881013553,0.601004933,FALSE
19/12/2009,2009 Port Lincoln bushfire,South Australia,Port Lincoln,21.62,27.88,0.62,2.19,3.387576361,0.667562875,FALSE
20/12/2009,2009 Port Lincoln bushfire,South Australia,Port Lincoln,27.88,28.7,0.00,2.19,2.921120223,0.561218056,FALSE
21/12/2009,2009 Port Lincoln bushfire,South Australia,Port Lincoln,27.66,28.67,0.00,2.19,3.072380799,0.530554266,FALSE
22/12/2009,2009 Port Lincoln bushfire,South Australia,Port Lincoln,37.30,28.2,0.17,2.36,2.609659863,0.399228529,FALSE
23/12/2009,2009 Port Lincoln bushfire,South Australia,Port Lincoln,38.05,27.76,1.32,3.63,5.482674983,0.272311083,TRUE
12/01/2013,Warrumbungle bushfire,New South Wales,Warrumbungle,44.06,39.14,0.00,0.00,3.204664866,0.22098394,FALSE
13/01/2013,Warrumbungle bushfire,New South Wales,Warrumbungle,45.78,39.75,0.00,0.00,5.911522711,0.236166614,FALSE
14/01/2013,Warrumbungle bushfire,New South Wales,Warrumbungle,34.20,39.13,0.07,0.07,4.530654202,0.452745851,FALSE
15/01/2013,Warrumbungle bushfire,New South Wales,Warrumbungle,25.18,37.35,0.23,0.30,3.481228121,0.570962644,FALSE
16/01/2013,Warrumbungle bushfire,New South Wales,Warrumbungle,34.02,37.27,0.03,0.33,2.885252389,0.515782571,FALSE
17/01/2013,Warrumbungle bushfire,New South Wales,Warrumbungle,38.54,37.5,0.00,0.33,2.604555703,0.35325989,FALSE
18/01/2013,Warrumbungle bushfire,New South Wales,Warrumbungle,39.93,37.39,2.73,3.06,3.53710605,0.32204283,TRUE
07/10/2013,2013 New South Wales bushfires,New South Wales,Salt Ash,21.12,25.3,0.44,6.72,2.772315973,0.563312327,FALSE
08/10/2013,2013 New South Wales bushfires,New South Wales,Salt Ash,21.32,23.7,2.69,6.84,1.771373706,0.769732755,FALSE
09/10/2013,2013 New South Wales bushfires,New South Wales,Salt Ash,28.74,24.23,0.00,6.84,1.702091599,0.522456832,FALSE
10/10/2013,2013 New South Wales bushfires,New South Wales,Salt Ash,34.12,26.46,0.00,3.70,3.603727429,0.217444336,FALSE
11/10/2013,2013 New South Wales bushfires,New South Wales,Salt Ash,28.38,27.71,1.49,4.61,2.646005854,0.691665032,FALSE
12/10/2013,2013 New South Wales bushfires,New South Wales,Salt Ash,30.05,27.94,0.20,4.81,1.542244343,0.65203492,FALSE
13/10/2013,2013 New South Wales bushfires,New South Wales,Salt Ash,35.02,28.39,0.16,4.97,4.176465426,0.336293806,TRUE
07/10/2013,2013 New South Wales bushfires,New South Wales,Heatherbrae,21.12,25.3,0.44,6.72,2.772315973,0.563312327,FALSE
08/10/2013,2013 New South Wales bushfires,New South Wales,Heatherbrae,21.32,23.7,2.69,6.84,1.771373706,0.769732755,FALSE
09/10/2013,2013 New South Wales bushfires,New South Wales,Heatherbrae,28.74,24.23,0.00,6.84,1.702091599,0.522456832,FALSE
10/10/2013,2013 New South Wales bushfires,New South Wales,Heatherbrae,34.12,26.46,0.00,3.70,3.603727429,0.217444336,FALSE
11/10/2013,2013 New South Wales bushfires,New South Wales,Heatherbrae,28.38,27.71,1.49,4.61,2.646005854,0.691665032,FALSE
12/10/2013,2013 New South Wales bushfires,New South Wales,Heatherbrae,30.05,27.94,0.20,4.81,1.542244343,0.65203492,FALSE
13/10/2013,2013 New South Wales bushfires,New South Wales,Heatherbrae,35.02,28.39,0.16,4.97,4.176465426,0.336293806,TRUE
07/10/2013,2013 New South Wales bushfires,New South Wales,Raymond Terrace,21.12,25.3,0.44,6.72,2.772315973,0.563312327,FALSE
08/10/2013,2013 New South Wales bushfires,New South Wales,Raymond Terrace,21.32,23.7,2.69,6.84,1.771373706,0.769732755,FALSE
09/10/2013,2013 New South Wales bushfires,New South Wales,Raymond Terrace,28.74,24.23,0.00,6.84,1.702091599,0.522456832,FALSE
10/10/2013,2013 New South Wales bushfires,New South Wales,Raymond Terrace,34.12,26.46,0.00,3.70,3.603727429,0.217444336,FALSE
11/10/2013,2013 New South Wales bushfires,New South Wales,Raymond Terrace,28.38,27.71,1.49,4.61,2.646005854,0.691665032,FALSE
12/10/2013,2013 New South Wales bushfires,New South Wales,Raymond Terrace,30.05,27.94,0.20,4.81,1.542244343,0.65203492,FALSE
13/10/2013,2013 New South Wales bushfires,New South Wales,Raymond Terrace,35.02,28.39,0.16,4.97,4.176465426,0.336293806,TRUE
16/10/2013,2013 New South Wales bushfires,New South Wales,Lithgow,21.89,21.71,0.00,0.79,3.334648178,0.335906323,FALSE
17/10/2013,2013 New South Wales bushfires,New South Wales,Lithgow,23.66,21.18,0.00,0.79,7.408173488,0.298378735,FALSE
18/10/2013,2013 New South Wales bushfires,New South Wales,Lithgow,18.14,20.81,0.00,0.79,2.210749611,0.509866358,FALSE
19/10/2013,2013 New South Wales bushfires,New South Wales,Lithgow,22.06,20.35,0.00,0.79,1.754955931,0.633242649,FALSE
20/10/2013,2013 New South Wales bushfires,New South Wales,Lithgow,25.10,20.3,0.00,0.52,1.747296928,0.672322898,FALSE
21/10/2013,2013 New South Wales bushfires,New South Wales,Lithgow,28.65,22.42,0.00,0.00,2.547667635,0.401786148,FALSE
22/10/2013,2013 New South Wales bushfires,New South Wales,Lithgow,26.71,23.74,8.23,8.23,2.652584718,0.583057952,TRUE
16/10/2013,2013 New South Wales bushfires,New South Wales,Mount Victoria,21.89,21.71,0.00,0.79,3.334648178,0.335906323,FALSE
17/10/2013,2013 New South Wales bushfires,New South Wales,Mount Victoria,23.66,21.18,0.00,0.79,7.408173488,0.298378735,FALSE
18/10/2013,2013 New South Wales bushfires,New South Wales,Mount Victoria,18.14,20.81,0.00,0.79,2.210749611,0.509866358,FALSE
19/10/2013,2013 New South Wales bushfires,New South Wales,Mount Victoria,22.06,20.35,0.00,0.79,1.754955931,0.633242649,FALSE
20/10/2013,2013 New South Wales bushfires,New South Wales,Mount Victoria,25.10,20.3,0.00,0.52,1.747296928,0.672322898,FALSE
21/10/2013,2013 New South Wales bushfires,New South Wales,Mount Victoria,28.65,22.42,0.00,0.00,2.547667635,0.401786148,FALSE
22/10/2013,2013 New South Wales bushfires,New South Wales,Mount Victoria,26.71,23.74,8.23,8.23,2.652584718,0.583057952,TRUE
16/10/2013,2013 New South Wales bushfires,New South Wales,Gorricks Creek,27.44,27.61,0.00,0.55,2.329563149,0.296995705,FALSE
17/10/2013,2013 New South Wales bushfires,New South Wales,Gorricks Creek,30.93,27.35,0.00,0.55,4.767933677,0.260359525,FALSE
18/10/2013,2013 New South Wales bushfires,New South Wales,Gorricks Creek,19.61,26.35,0.00,0.55,1.970607344,0.497343508,FALSE
19/10/2013,2013 New South Wales bushfires,New South Wales,Gorricks Creek,24.17,25.44,0.00,0.55,1.448991829,0.681123595,FALSE
20/10/2013,2013 New South Wales bushfires,New South Wales,Gorricks Creek,30.09,25.22,0.01,0.55,1.212889595,0.674429052,FALSE
21/10/2013,2013 New South Wales bushfires,New South Wales,Gorricks Creek,33.31,27.04,0.00,0.01,2.038764014,0.372500055,FALSE
22/10/2013,2013 New South Wales bushfires,New South Wales,Gorricks Creek,31.69,28.18,0.49,0.51,1.740835215,0.488864254,TRUE
16/10/2013,2013 New South Wales bushfires,New South Wales,Howes Swamp,27.44,27.61,0.00,0.55,2.329563149,0.296995705,FALSE
17/10/2013,2013 New South Wales bushfires,New South Wales,Howes Swamp,30.93,27.35,0.00,0.55,4.767933677,0.260359525,FALSE
18/10/2013,2013 New South Wales bushfires,New South Wales,Howes Swamp,19.61,26.35,0.00,0.55,1.970607344,0.497343508,FALSE
19/10/2013,2013 New South Wales bushfires,New South Wales,Howes Swamp,24.17,25.44,0.00,0.55,1.448991829,0.681123595,FALSE
20/10/2013,2013 New South Wales bushfires,New South Wales,Howes Swamp,30.09,25.22,0.01,0.55,1.212889595,0.674429052,FALSE
21/10/2013,2013 New South Wales bushfires,New South Wales,Howes Swamp,33.31,27.04,0.00,0.01,2.038764014,0.372500055,FALSE
22/10/2013,2013 New South Wales bushfires,New South Wales,Howes Swamp,31.69,28.18,0.49,0.51,1.740835215,0.488864254,TRUE
16/10/2013,2013 New South Wales bushfires,New South Wales,Mellong,27.44,27.61,0.00,0.55,2.329563149,0.296995705,FALSE
17/10/2013,2013 New South Wales bushfires,New South Wales,Mellong,30.93,27.35,0.00,0.55,4.767933677,0.260359525,FALSE
