Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,063227,1969,06,11,12.2,1,Y
IDCJAC0010,063227,1969,06,12,13.6,1,Y
IDCJAC0010,063227,1969,06,13,12.8,1,Y
IDCJAC0010,063227,1969,06,14,12.2,1,Y
IDCJAC0010,063227,1969,06,15,6.2,1,Y
IDCJAC0010,063227,1969,06,16,7.9,1,Y
IDCJAC0010,063227,1969,06,17,8.4,1,Y
IDCJAC0010,063227,1969,06,18,12.8,1,Y
IDCJAC0010,063227,1969,06,19,12.2,1,Y
IDCJAC0010,063227,1969,06,20,10.1,1,Y
IDCJAC0010,063227,1969,06,21,8.1,1,Y
IDCJAC0010,063227,1969,06,22,10.1,1,Y
IDCJAC0010,063227,1969,06,23,10.6,1,Y
IDCJAC0010,063227,1969,06,24,10.1,1,Y
IDCJAC0010,063227,1969,06,25,9.7,1,Y
IDCJAC0010,063227,1969,06,26,12.2,1,Y
IDCJAC0010,063227,1969,06,27,13.9,1,Y
IDCJAC0010,063227,1969,06,28,16.2,1,Y
IDCJAC0010,063227,1969,06,29,13.4,1,Y
IDCJAC0010,063227,1969,06,30,13.3,1,Y
IDCJAC0010,063227,1969,07,01,10.5,1,Y
IDCJAC0010,063227,1969,07,02,9.1,1,Y
IDCJAC0010,063227,1969,07,03,12.2,1,Y
IDCJAC0010,063227,1969,07,04,12.2,1,Y
IDCJAC0010,063227,1969,07,05,7.4,1,Y
IDCJAC0010,063227,1969,07,06,12.1,1,Y
IDCJAC0010,063227,1969,07,07,12.3,1,Y
IDCJAC0010,063227,1969,07,08,11.8,1,Y
IDCJAC0010,063227,1969,07,09,12.4,1,Y
IDCJAC0010,063227,1969,07,10,15.5,1,Y
IDCJAC0010,063227,1969,07,11,17.1,1,Y
IDCJAC0010,063227,1969,07,12,14.9,1,Y
IDCJAC0010,063227,1969,07,13,14.1,1,Y
IDCJAC0010,063227,1969,07,14,13.4,1,Y
IDCJAC0010,063227,1969,07,15,11.4,1,Y
IDCJAC0010,063227,1969,07,16,11.1,1,Y
IDCJAC0010,063227,1969,07,17,12.9,1,Y
IDCJAC0010,063227,1969,07,18,15.7,1,Y
IDCJAC0010,063227,1969,07,19,13.7,1,Y
IDCJAC0010,063227,1969,07,20,13.9,1,Y
IDCJAC0010,063227,1969,07,21,12.3,1,Y
IDCJAC0010,063227,1969,07,22,5.5,1,Y
IDCJAC0010,063227,1969,07,23,5.6,1,Y
IDCJAC0010,063227,1969,07,24,10.5,1,Y
IDCJAC0010,063227,1969,07,25,11.1,1,Y
IDCJAC0010,063227,1969,07,26,12.8,1,Y
