Date,Nickname,State,Location,Max.Temperature (C),isFire
27/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Hughenden,27.2,F
28/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Hughenden,25.2,F
29/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Hughenden,25.3,F
30/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Hughenden,26.2,F
31/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Hughenden,27.2,F
19/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,21.3,F
20/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,21.1,F
21/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,19.6,F
22/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,20.1,F
23/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,22.7,F
24/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,20.4,F
25/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,19.8,T
26/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,21.2,F
27/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,20.8,F
28/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,20.2,F
29/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,20.6,F
30/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,20.9,F
31/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,South Burnett,20.9,F
19/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,21.1,F
20/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,21,F
21/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,21,F
22/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,21,F
23/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,22,F
24/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,21,F
25/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,21,T
26/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,20.7,F
27/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,21,F
28/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,21,F
29/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,21,F
30/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,21.7,F
31/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Nanango,21.7,F
19/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,23.4,F
20/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,23,F
21/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,23.5,F
22/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,23.5,F
23/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,18.3,F
24/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,21.2,F
25/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,18,T
26/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,21,F
27/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,21.7,F
28/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,22,F
29/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,23,F
30/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,23,F
31/5/76,"1976 Julia Creek, Coalbrook Station, Hughenden, South Burnett, Nanango, Brisbane Valley, Inglewood",Queensland,Inglewood,23,F
6/2/77,1977 Western Districts bushfires,Victoria,Streatham,23.6,F
7/2/77,1977 Western Districts bushfires,Victoria,Streatham,28,F
8/2/77,1977 Western Districts bushfires,Victoria,Streatham,33.4,F
9/2/77,1977 Western Districts bushfires,Victoria,Streatham,29,F
10/2/77,1977 Western Districts bushfires,Victoria,Streatham,30,F
11/2/77,1977 Western Districts bushfires,Victoria,Streatham,39.2,F
12/2/77,1977 Western Districts bushfires,Victoria,Streatham,37,T
13/2/77,1977 Western Districts bushfires,Victoria,Streatham,25.2,F
14/2/77,1977 Western Districts bushfires,Victoria,Streatham,30,F
15/2/77,1977 Western Districts bushfires,Victoria,Streatham,28.4,F
16/2/77,1977 Western Districts bushfires,Victoria,Streatham,33,F
17/2/77,1977 Western Districts bushfires,Victoria,Streatham,37.4,F
18/2/77,1977 Western Districts bushfires,Victoria,Streatham,21,F
11/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,19.9,F
12/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,21.1,F
13/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,26.4,F
14/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,31.8,F
15/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,31.9,F
16/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,26,F
17/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,28.7,T
18/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,25,F
19/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,21.9,F
20/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,20.1,F
21/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,24.8,F
22/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,22.5,F
23/12/77,1977 Blue Mountains Fires 1977,New South Wales,Blue Mountains,22.6,F
26/12/77,1978 Western Australia bushfire,Western Australia,Wanneroo,34.4,F
27/12/77,1978 Western Australia bushfire,Western Australia,Wanneroo,39.8,F
28/12/77,1978 Western Australia bushfire,Western Australia,Wanneroo,27.1,F
29/12/77,1978 Western Australia bushfire,Western Australia,Wanneroo,26.6,F
30/12/77,1978 Western Australia bushfire,Western Australia,Wanneroo,26.8,F
31/12/77,1978 Western Australia bushfire,Western Australia,Wanneroo,30,F
1/1/78,1978 Western Australia bushfire,Western Australia,Wanneroo,26.4,T
2/1/78,1978 Western Australia bushfire,Western Australia,Wanneroo,29,F
3/1/78,1978 Western Australia bushfire,Western Australia,Wanneroo,36.5,F
4/1/78,1978 Western Australia bushfire,Western Australia,Wanneroo,34.4,F
5/1/78,1978 Western Australia bushfire,Western Australia,Wanneroo,34.5,F
6/1/78,1978 Western Australia bushfire,Western Australia,Wanneroo,36,F
7/1/78,1978 Western Australia bushfire,Western Australia,Wanneroo,39.4,F
26/12/77,1978 Western Australia bushfire,Western Australia,Pemberton,26.4,F
27/12/77,1978 Western Australia bushfire,Western Australia,Pemberton,33.5,F
28/12/77,1978 Western Australia bushfire,Western Australia,Pemberton,29,F
29/12/77,1978 Western Australia bushfire,Western Australia,Pemberton,23.2,F
30/12/77,1978 Western Australia bushfire,Western Australia,Pemberton,24.5,F
31/12/77,1978 Western Australia bushfire,Western Australia,Pemberton,23.3,F
1/1/78,1978 Western Australia bushfire,Western Australia,Pemberton,24.5,T
2/1/78,1978 Western Australia bushfire,Western Australia,Pemberton,25.3,F
3/1/78,1978 Western Australia bushfire,Western Australia,Pemberton,32.6,F
4/1/78,1978 Western Australia bushfire,Western Australia,Pemberton,30,F
5/1/78,1978 Western Australia bushfire,Western Australia,Pemberton,23.4,F
6/1/78,1978 Western Australia bushfire,Western Australia,Pemberton,29,F
7/1/78,1978 Western Australia bushfire,Western Australia,Pemberton,33.4,F
9/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,25.2,F
10/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,31.9,F
11/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,22.5,F
12/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,25,F
13/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,23.9,F
14/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,38.2,F
15/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,41.9,T
16/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,23.7,F
17/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,27.3,F
18/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,23.4,F
19/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,24.6,F
20/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,27.4,F
21/1/78,1978 Bairnsdale bushfire,Victoria,Bairnsdale,30.4,F
29/3/78,1978 Western Australian bushfires,Western Australia,Manjimup,20.6,F
30/3/78,1978 Western Australian bushfires,Western Australia,Manjimup,24.2,F
31/3/78,1978 Western Australian bushfires,Western Australia,Manjimup,29.4,F
1/4/78,1978 Western Australian bushfires,Western Australia,Manjimup,30,F
2/4/78,1978 Western Australian bushfires,Western Australia,Manjimup,27.5,F
3/4/78,1978 Western Australian bushfires,Western Australia,Manjimup,23.8,F
4/4/78,1978 Western Australian bushfires,Western Australia,Manjimup,30.2,T
5/4/78,1978 Western Australian bushfires,Western Australia,Manjimup,18.4,F
6/4/78,1978 Western Australian bushfires,Western Australia,Manjimup,17.9,F
7/4/78,1978 Western Australian bushfires,Western Australia,Manjimup,21.5,F
8/4/78,1978 Western Australian bushfires,Western Australia,Manjimup,21.4,F
9/4/78,1978 Western Australian bushfires,Western Australia,Manjimup,21,F
10/4/78,1978 Western Australian bushfires,Western Australia,Manjimup,23.3,F
29/3/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,24.5,F
30/3/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,26.4,F
31/3/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,31,F
1/4/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,32.8,F
2/4/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,32.4,F
3/4/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,26.4,F
4/4/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,34,T
5/4/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,20.6,F
6/4/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,20.8,F
7/4/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,24.3,F
8/4/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,24,F
9/4/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,22.7,F
10/4/78,1978 Western Australian bushfires,Western Australia,Blackwood Valley,25.7,F
28/10/80,1980 Waterfall bushfire,New South Wales,Waterfall,20.7,F
29/10/80,1980 Waterfall bushfire,New South Wales,Waterfall,22.2,F
30/10/80,1980 Waterfall bushfire,New South Wales,Waterfall,24.8,F
31/10/80,1980 Waterfall bushfire,New South Wales,Waterfall,23.7,F
1/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,25.3,F
2/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,25.2,F
3/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,18.5,T
4/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,18.6,F
5/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,33,F
6/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,26.5,F
7/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,19,F
8/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,17,F
9/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,16.3,F
22/12/80,1980 Victoria bushfire,Victoria,Sunset Country,41.8,F
23/12/80,1980 Victoria bushfire,Victoria,Sunset Country,32.1,F
24/12/80,1980 Victoria bushfire,Victoria,Sunset Country,39,F
25/12/80,1980 Victoria bushfire,Victoria,Sunset Country,37.5,F
26/12/80,1980 Victoria bushfire,Victoria,Sunset Country,36.1,F
27/12/80,1980 Victoria bushfire,Victoria,Sunset Country,41.7,F
28/12/80,1980 Victoria bushfire,Victoria,Sunset Country,35.9,T
29/12/80,1980 Victoria bushfire,Victoria,Sunset Country,31.8,T
30/12/80,1980 Victoria bushfire,Victoria,Sunset Country,35.1,T
31/12/80,1980 Victoria bushfire,Victoria,Sunset Country,42.9,T
1/1/81,1980 Victoria bushfire,Victoria,Sunset Country,44.4,T
2/1/81,1980 Victoria bushfire,Victoria,Sunset Country,42.9,T
3/1/81,1980 Victoria bushfire,Victoria,Sunset Country,39.4,T
4/1/81,1980 Victoria bushfire,Victoria,Sunset Country,31.9,T
5/1/81,1980 Victoria bushfire,Victoria,Sunset Country,36.4,T
6/1/81,1980 Victoria bushfire,Victoria,Sunset Country,38.1,T
7/1/81,1980 Victoria bushfire,Victoria,Sunset Country,39.3,F
8/1/81,1980 Victoria bushfire,Victoria,Sunset Country,39.2,F
9/1/81,1980 Victoria bushfire,Victoria,Sunset Country,39.2,F
10/1/81,1980 Victoria bushfire,Victoria,Sunset Country,30.4,F
11/1/81,1980 Victoria bushfire,Victoria,Sunset Country,33.3,F
12/1/81,1980 Victoria bushfire,Victoria,Sunset Country,41.3,F
22/12/80,1980 Victoria bushfire,Victoria,Big Desert,39.7,F
23/12/80,1980 Victoria bushfire,Victoria,Big Desert,29.3,F
24/12/80,1980 Victoria bushfire,Victoria,Big Desert,37,F
25/12/80,1980 Victoria bushfire,Victoria,Big Desert,34.5,F
26/12/80,1980 Victoria bushfire,Victoria,Big Desert,34,F
27/12/80,1980 Victoria bushfire,Victoria,Big Desert,40.3,F
28/12/80,1980 Victoria bushfire,Victoria,Big Desert,31.7,T
29/12/80,1980 Victoria bushfire,Victoria,Big Desert,30.4,T
30/12/80,1980 Victoria bushfire,Victoria,Big Desert,34.3,T
31/12/80,1980 Victoria bushfire,Victoria,Big Desert,40.7,T
1/1/81,1980 Victoria bushfire,Victoria,Big Desert,41.4,T
2/1/81,1980 Victoria bushfire,Victoria,Big Desert,40.8,T
3/1/81,1980 Victoria bushfire,Victoria,Big Desert,33.3,T
4/1/81,1980 Victoria bushfire,Victoria,Big Desert,30.9,T
5/1/81,1980 Victoria bushfire,Victoria,Big Desert,35.1,T
6/1/81,1980 Victoria bushfire,Victoria,Big Desert,35.8,T
7/1/81,1980 Victoria bushfire,Victoria,Big Desert,38.6,F
8/1/81,1980 Victoria bushfire,Victoria,Big Desert,37.9,F
9/1/81,1980 Victoria bushfire,Victoria,Big Desert,37.5,F
10/1/81,1980 Victoria bushfire,Victoria,Big Desert,28.4,F
11/1/81,1980 Victoria bushfire,Victoria,Big Desert,30.7,F
12/1/81,1980 Victoria bushfire,Victoria,Big Desert,38.7,F
3/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,23,F
4/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,24.6,F
5/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,32.9,F
6/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,24.9,F
7/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,26.3,F
8/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,42.2,F
9/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,41.4,T
10/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,36.9,F
11/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,28.4,F
12/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,22.9,F
13/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,22.1,F
14/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,23.3,F
15/1/83,1983 Grays Point bushfire,New South Wales,Grays Point,25.7,F
25/1/83,1983 Cann River bushfire,Victoria,Cann River,24.1,F
26/1/83,1983 Cann River bushfire,Victoria,Cann River,27.8,F
27/1/83,1983 Cann River bushfire,Victoria,Cann River,19,F
28/1/83,1983 Cann River bushfire,Victoria,Cann River,21.3,F
29/1/83,1983 Cann River bushfire,Victoria,Cann River,23.8,F
30/1/83,1983 Cann River bushfire,Victoria,Cann River,21.7,F
31/1/83,1983 Cann River bushfire,Victoria,Cann River,32.6,T
1/2/83,1983 Cann River bushfire,Victoria,Cann River,39.9,F
2/2/83,1983 Cann River bushfire,Victoria,Cann River,20.1,F
3/2/83,1983 Cann River bushfire,Victoria,Cann River,20.1,F
4/2/83,1983 Cann River bushfire,Victoria,Cann River,20.2,F
5/2/83,1983 Cann River bushfire,Victoria,Cann River,22.4,F
6/2/83,1983 Cann River bushfire,Victoria,Cann River,28.2,F
26/1/83,1983 Victoria bushfire,Victoria,Mt Macedon,21.4,F
27/1/83,1983 Victoria bushfire,Victoria,Mt Macedon,24.3,F
28/1/83,1983 Victoria bushfire,Victoria,Mt Macedon,26.2,F
29/1/83,1983 Victoria bushfire,Victoria,Mt Macedon,33.5,F
30/1/83,1983 Victoria bushfire,Victoria,Mt Macedon,36.4,F
31/1/83,1983 Victoria bushfire,Victoria,Mt Macedon,37.3,F
1/2/83,1983 Victoria bushfire,Victoria,Mt Macedon,39,T
2/2/83,1983 Victoria bushfire,Victoria,Mt Macedon,28.7,F
3/2/83,1983 Victoria bushfire,Victoria,Mt Macedon,25.7,F
4/2/83,1983 Victoria bushfire,Victoria,Mt Macedon,26,F
5/2/83,1983 Victoria bushfire,Victoria,Mt Macedon,32.4,F
6/2/83,1983 Victoria bushfire,Victoria,Mt Macedon,39,F
7/2/83,1983 Victoria bushfire,Victoria,Mt Macedon,38.9,F
10/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,26.8,F
11/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,21.5,F
12/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,21.1,F
13/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,25,F
14/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,32.1,F
15/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,31,F
16/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,44,T
17/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,20.9,F
18/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,21.6,F
19/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,22.4,F
20/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,26.5,F
21/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,34.3,F
22/2/83,1983 Ash Wednesday bushfires,Victoria,Branxholme,27.1,F
10/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,32,F
11/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,24.5,F
12/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,25.6,F
13/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,30.7,F
14/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,32.9,F
15/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,35.2,F
16/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,36.7,T
17/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,26.8,F
18/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,23.2,F
19/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,25.4,F
20/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,27.9,F
21/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,27.8,F
22/2/83,1983 Ash Wednesday bushfires,Victoria,East Trentham,27.6,F
10/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,32.7,F
11/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,24.6,F
12/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,25.7,F
13/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,29.6,F
14/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,33.1,F
15/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,35.5,F
16/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,39.9,T
17/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,27.9,F
18/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,23.4,F
19/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,25.3,F
20/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,28.2,F
21/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,28.3,F
22/2/83,1983 Ash Wednesday bushfires,Victoria,Mt Macedon,28,F
10/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,20.9,F
11/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,18.9,F
12/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,18.5,F
13/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,19.5,F
14/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,26.4,F
15/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,29,F
16/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,41.5,T
17/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,17.7,F
18/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,18.8,F
19/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,19.3,F
20/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,21.6,F
21/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,24.9,F
22/2/83,1983 Ash Wednesday bushfires,Victoria,the Otway Ranges,22.9,F
10/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,28,F
11/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,23.1,F
12/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,24.2,F
13/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,27.2,F
14/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,34.3,F
15/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,31.5,F
16/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,41.3,T
17/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,21,F
18/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,22.7,F
19/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,25.4,F
20/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,27.6,F
21/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,33,F
22/2/83,1983 Ash Wednesday bushfires,Victoria,Belgrave Heights,31.5,F
10/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,27.3,F
11/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,29.6,F
12/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,20,F
13/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,25.5,F
14/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,30.6,F
15/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,30.4,F
16/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,37,T
17/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,18.1,F
18/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,20.5,F
19/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,21.9,F
20/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,24.6,F
21/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,29.8,F
22/2/83,1983 Ash Wednesday bushfires,Victoria,Warburton,29,F
10/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,28,F
11/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,23.1,F
12/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,24.2,F
13/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,27.2,F
14/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,34.3,F
15/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,31.5,F
16/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,41.3,T
17/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,21,F
18/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,22.7,F
19/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,25.4,F
20/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,27.6,F
21/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,33,F
22/2/83,1983 Ash Wednesday bushfires,Victoria,Cockatoo,31.5,F
10/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,27.9,F
11/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,20.9,F
12/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,22.6,F
13/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,25.2,F
