Date,Nickname,State,Location,Max.Temperature (C),isFire
23/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,25.9,F
24/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,30.6,F
25/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,31.5,T
26/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,26.7,F
27/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,21.6,F
28/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,24.9,F
29/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,27.9,F
30/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,31.1,F
31/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,27.6,F
19/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,26.9,F
20/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,31.3,F
21/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,26.5,F
22/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,25.7,F
23/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,28.2,F
24/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,33.3,F
25/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,32.6,T
26/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,28.5,F
27/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,23.2,F
28/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,26.6,F
29/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,30.9,F
30/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,36.4,F
31/12/01,2001 Black Christmas bushfires,New South Wales,Royal National Park,30.5,F
19/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,31.8,F
20/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,37.8,F
21/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,34.7,F
22/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,29.7,F
23/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,32.2,F
24/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,32.6,F
25/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,31.8,T
26/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,26.2,F
27/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,27.5,F
28/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,31.1,F
29/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,34.8,F
30/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,34.7,F
31/12/01,2001 Black Christmas bushfires,New South Wales,Blue Mountains,36.4,F
11/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,18.6,F
12/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,17,F
13/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,22,F
14/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,25,F
15/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,23.6,F
16/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,26.4,F
17/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,31.3,T
18/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,29.4,F
19/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,34.1,F
20/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,34.9,F
21/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,27.7,F
22/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,27.2,F
23/10/02,2002 Granite Belt Bushfires,Queensland,Ballandean/Glen Aplin,29.1,F
17/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,35.9,F
18/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,30.8,F
19/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,38.7,F
20/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,37.9,F
21/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,32.5,F
22/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,32.8,F
23/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,34.4,T
24/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,25.9,F
25/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,33.4,F
26/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,37,F
27/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,16.6,F
28/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,22.6,F
29/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Toowoomba,30.2,F
17/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,37.4,F
18/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,37.9,F
19/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,40,F
20/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,38.6,F
21/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,32.4,F
22/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,32.7,F
23/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,35.5,T
24/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,26.8,F
25/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,34,F
26/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,38.7,F
27/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,25.1,F
28/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,25.7,F
29/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Tara,32.7,F
17/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,37.1,F
18/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,29.2,F
19/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,40.1,F
20/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,37.5,F
21/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,34.5,F
22/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,33,F
23/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,35.8,T
24/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,27.4,F
25/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,34.3,F
26/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,38.2,F
27/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,16.6,F
28/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,22.5,F
29/10/02,"2002 Toowoomba, Tara and Gatton: Bushfires",Queensland,Gatton,29.8,F
11/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,19.9,F
12/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,25.6,F
13/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,27.1,F
14/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,35.1,F
15/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,43.3,F
16/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,42.8,F
17/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,41.7,T
18/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,36,F
19/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,44.6,F
20/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,40.1,F
21/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,43,F
22/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,31.4,F
23/12/02,2002 Big Desert Fire,Victoria,Big Desert Wilderness Park,28.5,F
11/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,22,F
12/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,25.8,F
13/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,28,F
14/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,36.9,F
15/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,39.8,F
16/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,43.2,F
17/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,40.8,T
18/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,36.7,F
19/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,40.7,F
20/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,39.9,F
21/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,42.6,F
22/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,31.5,F
23/12/02,2002 Big Desert Fire,Victoria,Wyperfield National Park,27.9,F
2/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,23.4,F
3/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,25.2,F
4/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,26.8,F
5/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,28.9,F
6/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,29.9,F
7/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,32.6,F
8/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,21.7,T
9/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,23.4,F
10/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,27.2,F
11/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,28.4,F
12/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,32.1,F
13/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,28.9,F
14/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Mt Buffalo,30.6,F
2/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,23.4,F
3/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,25.2,F
4/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,26.8,F
5/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,28.9,F
6/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,29.9,F
7/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,32.6,F
8/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,21.7,T
9/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,23.4,F
10/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,27.2,F
11/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,28.4,F
12/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,32.1,F
13/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,28.9,F
14/1/03,2003 Eastern Victorian alpine bushfires,Victoria,Bright,30.6,F
12/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,25.1,F
13/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,28.6,F
14/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,31.6,F
15/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,32.2,F
16/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,33.3,F
17/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,36.6,F
18/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,38.4,T
19/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,38.5,F
20/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,37.5,F
21/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,37.7,F
22/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,27.9,F
23/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,28.5,F
24/1/03,2003 Canberra bushfires,Australian Capital Territory,Canberra,34.9,F
4/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,18.7,F
5/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,20.4,F
6/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,17.5,F
7/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,21.5,F
8/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,28.7,F
9/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,34.5,F
10/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,34.5,T
11/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,34.6,F
12/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,24.8,F
13/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,29.4,F
14/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,20.2,F
15/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,22.5,F
16/1/05,2005 Eyre Peninsula bushfire,South Australia,Wangary,21.4,F
4/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,19,F
5/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,20.5,F
6/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,17.1,F
7/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,21.3,F
8/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,29.1,F
9/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,37.2,F
10/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,38.2,T
11/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,39,F
12/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,26.7,F
13/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,32.9,F
14/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,20.3,F
15/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,24,F
16/1/05,2005 Eyre Peninsula bushfire,South Australia,Wanilla,21.9,F
4/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,19.4,F
5/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,19.9,F
6/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,16.7,F
7/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,20.2,F
8/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,26.3,F
9/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,35.7,F
10/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,39,T
11/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,40.5,F
12/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,26.1,F
13/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,36.5,F
14/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,20.1,F
15/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,24.2,F
16/1/05,2005 Eyre Peninsula bushfire,South Australia,Port Lincoin,21.2,F
4/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,19.4,F
5/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,19.9,F
6/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,16.7,F
7/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,20.2,F
8/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,26.3,F
9/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,35.7,F
10/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,39,T
11/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,40.5,F
12/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,26.1,F
13/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,36.5,F
14/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,20.1,F
15/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,24.2,F
16/1/05,2005 Eyre Peninsula bushfire,South Australia,North Shields,21.2,F
4/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,19.4,F
5/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,19.9,F
6/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,16.7,F
7/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,20.2,F
8/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,26.3,F
9/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,35.7,F
10/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,39,T
11/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,40.5,F
12/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,26.1,F
13/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,36.5,F
14/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,20.1,F
15/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,24.2,F
16/1/05,2005 Eyre Peninsula bushfire,South Australia,Louth Bay,21.2,F
25/12/05,2005 Victoria bushfire,Victoria,Stawell,16.7,F
26/12/05,2005 Victoria bushfire,Victoria,Stawell,24.7,F
27/12/05,2005 Victoria bushfire,Victoria,Stawell,33.3,F
28/12/05,2005 Victoria bushfire,Victoria,Stawell,26.8,F
29/12/05,2005 Victoria bushfire,Victoria,Stawell,31,F
30/12/05,2005 Victoria bushfire,Victoria,Stawell,39.2,F
31/12/05,2005 Victoria bushfire,Victoria,Stawell,40.6,T
1/1/06,2005 Victoria bushfire,Victoria,Stawell,22,F
2/1/06,2005 Victoria bushfire,Victoria,Stawell,24.2,F
3/1/06,2005 Victoria bushfire,Victoria,Stawell,22.6,F
4/1/06,2005 Victoria bushfire,Victoria,Stawell,22.5,F
5/1/06,2005 Victoria bushfire,Victoria,Stawell,26.2,F
6/1/06,2005 Victoria bushfire,Victoria,Stawell,26,F
25/12/05,2005 Victoria bushfire,Victoria,Yea,21.4,F
26/12/05,2005 Victoria bushfire,Victoria,Yea,26.5,F
27/12/05,2005 Victoria bushfire,Victoria,Yea,31.3,F
28/12/05,2005 Victoria bushfire,Victoria,Yea,27.8,F
29/12/05,2005 Victoria bushfire,Victoria,Yea,31.9,F
30/12/05,2005 Victoria bushfire,Victoria,Yea,38.3,F
31/12/05,2005 Victoria bushfire,Victoria,Yea,40.8,T
1/1/06,2005 Victoria bushfire,Victoria,Yea,33.2,F
2/1/06,2005 Victoria bushfire,Victoria,Yea,22.8,F
3/1/06,2005 Victoria bushfire,Victoria,Yea,20.1,F
4/1/06,2005 Victoria bushfire,Victoria,Yea,21.6,F
5/1/06,2005 Victoria bushfire,Victoria,Yea,26.5,F
6/1/06,2005 Victoria bushfire,Victoria,Yea,23.6,F
13/1/06,2006 Grampians Fire,Victoria,The Grampians,24.4,F
14/1/06,2006 Grampians Fire,Victoria,The Grampians,26.7,F
15/1/06,2006 Grampians Fire,Victoria,The Grampians,28.1,F
16/1/06,2006 Grampians Fire,Victoria,The Grampians,31.4,F
17/1/06,2006 Grampians Fire,Victoria,The Grampians,25.4,F
18/1/06,2006 Grampians Fire,Victoria,The Grampians,30.2,F
19/1/06,2006 Grampians Fire,Victoria,The Grampians,33.7,T
20/1/06,2006 Grampians Fire,Victoria,The Grampians,37.3,F
21/1/06,2006 Grampians Fire,Victoria,The Grampians,40.5,F
22/1/06,2006 Grampians Fire,Victoria,The Grampians,40.8,F
23/1/06,2006 Grampians Fire,Victoria,The Grampians,29.8,F
24/1/06,2006 Grampians Fire,Victoria,The Grampians,23.3,F
25/1/06,2006 Grampians Fire,Victoria,The Grampians,33.3,F
16/1/06,2006 Grampians Fire,Victoria,Dunkeld,29.9,F
17/1/06,2006 Grampians Fire,Victoria,Dunkeld,23.7,F
18/1/06,2006 Grampians Fire,Victoria,Dunkeld,28.3,F
19/1/06,2006 Grampians Fire,Victoria,Dunkeld,33.9,F
20/1/06,2006 Grampians Fire,Victoria,Dunkeld,37.4,F
21/1/06,2006 Grampians Fire,Victoria,Dunkeld,40.2,F
22/1/06,2006 Grampians Fire,Victoria,Dunkeld,41.3,T
23/1/06,2006 Grampians Fire,Victoria,Dunkeld,27.6,F
24/1/06,2006 Grampians Fire,Victoria,Dunkeld,21.5,F
25/1/06,2006 Grampians Fire,Victoria,Dunkeld,34.8,F
26/1/06,2006 Grampians Fire,Victoria,Dunkeld,38.6,F
27/1/06,2006 Grampians Fire,Victoria,Dunkeld,33.4,F
28/1/06,2006 Grampians Fire,Victoria,Dunkeld,36.4,F
31/1/06,2006 Pulletop bushfire,New South Wales,Pulletop,38,F
1/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,40,F
2/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,39.1,F
3/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,36.9,F
4/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,33.7,F
5/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,35.7,F
6/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,35.4,T
7/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,31.6,F
8/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,32.5,F
9/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,25.1,F
10/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,26.3,F
11/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,29.5,F
12/2/06,2006 Pulletop bushfire,New South Wales,Pulletop,32.2,F
18/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,25.7,F
19/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,26.9,F
20/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,23.1,F
21/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,23.3,F
22/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,26,F
23/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,24.2,F
24/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,30.3,T
25/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,15.3,F
26/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,17.1,F
27/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,22.6,F
28/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,17,F
29/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,25.3,F
30/9/06,2006 Shoalhaven bushfire,New South Wales,Shoalhaven,16.7,F
18/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,26,F
19/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,28,F
20/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,27.9,F
21/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,26.6,F
22/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,29.1,F
23/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,30.4,F
24/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,32.7,T
25/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,18.3,F
26/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,15.8,F
27/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,25,F
28/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,21.1,F
29/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,28.2,F
30/9/06,2006 Hawkesbury River bushfire,New South Wales,Hawkesbury River,20.4,F
6/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,18.8,F
7/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,20.8,F
8/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,12.2,F
9/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,15,F
10/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,22.1,F
11/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,26.6,F
12/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,29.7,T
13/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,21.8,F
14/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,17,F
15/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,13,F
16/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,17.1,F
17/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,24.1,F
18/10/06,2006 Hobart's Eastern Shore bushfire,Tasmania,Hobart,20.2,F
7/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,22.1,F
8/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,18.9,F
9/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,17.9,F
10/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,24.6,F
11/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,33.4,F
12/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,34.8,F
13/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,30.9,T
14/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,26.3,F
15/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,23.3,F
16/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,16.1,F
17/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,20.8,F
18/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,28,F
19/11/06,2006 Blue Mountains bushfire,New South Wales,Blue Mountains,31.8,F
4/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,32,F
5/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,28.8,F
6/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,29.8,F
7/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,19.7,F
8/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,21.5,F
9/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,27.8,F
10/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,35.8,T
11/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,25.7,F
12/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,21.7,F
13/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,20.6,F
14/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,23.4,F
