Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,041341,1973,08,24,20.1,1,Y
IDCJAC0010,041341,1973,08,25,21.8,1,Y
IDCJAC0010,041341,1973,08,26,23.1,1,Y
IDCJAC0010,041341,1973,08,27,23.6,1,Y
IDCJAC0010,041341,1973,08,28,17.5,1,Y
IDCJAC0010,041341,1973,08,29,17.3,1,Y
IDCJAC0010,041341,1973,08,30,19.1,1,Y
IDCJAC0010,041341,1973,08,31,20.7,1,Y
IDCJAC0010,041341,1973,09,01,23.6,1,Y
IDCJAC0010,041341,1973,09,02,21.1,1,Y
IDCJAC0010,041341,1973,09,03,18.7,1,Y
IDCJAC0010,041341,1973,09,04,20.1,1,Y
IDCJAC0010,041341,1973,09,05,17.5,1,Y
IDCJAC0010,041341,1973,09,06,20.0,1,Y
IDCJAC0010,041341,1973,09,07,21.9,1,Y
IDCJAC0010,041341,1973,09,08,20.9,1,Y
IDCJAC0010,041341,1973,09,09,21.5,1,Y
IDCJAC0010,041341,1973,09,10,22.1,1,Y
IDCJAC0010,041341,1973,09,11,24.3,1,Y
IDCJAC0010,041341,1973,09,12,21.2,1,Y
IDCJAC0010,041341,1973,09,13,25.1,1,Y
IDCJAC0010,041341,1973,09,14,21.6,1,Y
IDCJAC0010,041341,1973,09,15,19.1,1,Y
IDCJAC0010,041341,1973,09,16,21.0,1,Y
IDCJAC0010,041341,1973,09,17,22.4,1,Y
IDCJAC0010,041341,1973,09,18,22.6,1,Y
IDCJAC0010,041341,1973,09,19,25.4,1,Y
IDCJAC0010,041341,1973,09,20,26.5,1,Y
IDCJAC0010,041341,1973,09,21,26.8,1,Y
IDCJAC0010,041341,1973,09,22,27.0,1,Y
IDCJAC0010,041341,1973,09,23,21.7,1,Y
IDCJAC0010,041341,1973,09,24,21.5,1,Y
IDCJAC0010,041341,1973,09,25,25.8,1,Y
IDCJAC0010,041341,1973,09,26,26.9,1,Y
IDCJAC0010,041341,1973,09,27,26.8,1,Y
IDCJAC0010,041341,1973,09,28,28.1,1,Y
IDCJAC0010,041341,1973,09,29,28.5,1,Y
IDCJAC0010,041341,1973,09,30,28.9,1,Y
IDCJAC0010,041341,1973,10,01,31.7,1,Y
IDCJAC0010,041341,1973,10,02,28.1,1,Y
IDCJAC0010,041341,1973,10,03,27.6,1,Y
IDCJAC0010,041341,1973,10,04,25.7,1,Y
IDCJAC0010,041341,1973,10,05,25.5,1,Y
IDCJAC0010,041341,1973,10,06,26.5,1,Y
IDCJAC0010,041341,1973,10,07,26.1,1,Y
IDCJAC0010,041341,1973,10,08,24.1,1,Y
IDCJAC0010,041341,1973,10,09,25.6,1,Y
IDCJAC0010,041341,1973,10,10,26.2,1,Y
IDCJAC0010,041341,1973,10,11,23.1,1,Y
IDCJAC0010,041341,1973,10,12,23.5,1,Y
IDCJAC0010,041341,1973,10,13,22.2,1,Y
IDCJAC0010,041341,1973,10,14,26.4,1,Y
IDCJAC0010,041341,1973,10,15,29.2,1,Y
IDCJAC0010,041341,1973,10,16,32.0,1,Y
IDCJAC0010,041341,1973,10,17,32.0,1,Y
IDCJAC0010,041341,1973,10,18,29.7,1,Y
IDCJAC0010,041341,1973,10,19,31.6,1,Y
IDCJAC0010,041341,1973,10,20,25.4,1,Y
IDCJAC0010,041341,1973,10,21,26.7,1,Y
IDCJAC0010,041341,1973,10,22,29.1,1,Y
IDCJAC0010,041341,1973,10,23,26.8,1,Y
IDCJAC0010,041341,1973,10,24,25.9,1,Y
IDCJAC0010,041341,1973,10,25,24.7,1,Y
IDCJAC0010,041341,1973,10,26,27.2,1,Y
IDCJAC0010,041341,1973,10,27,24.2,1,Y
IDCJAC0010,041341,1973,10,28,30.5,1,Y
IDCJAC0010,041341,1973,10,29,29.8,1,Y
IDCJAC0010,041341,1973,10,30,29.5,1,Y
IDCJAC0010,041341,1973,10,31,30.5,1,Y
IDCJAC0010,041341,1973,11,01,34.1,1,Y
IDCJAC0010,041341,1973,11,02,30.3,1,Y
IDCJAC0010,041341,1973,11,03,30.5,1,Y
IDCJAC0010,041341,1973,11,04,27.1,1,Y
IDCJAC0010,041341,1973,11,05,26.0,1,Y
IDCJAC0010,041341,1973,11,06,27.2,1,Y
IDCJAC0010,041341,1973,11,07,27.1,1,Y
IDCJAC0010,041341,1973,11,08,29.2,1,Y
IDCJAC0010,041341,1973,11,09,29.8,1,Y
IDCJAC0010,041341,1973,11,10,32.5,1,Y
IDCJAC0010,041341,1973,11,11,32.4,1,Y
IDCJAC0010,041341,1973,11,12,28.4,1,Y
IDCJAC0010,041341,1973,11,13,24.3,1,Y
IDCJAC0010,041341,1973,11,14,26.2,1,Y
IDCJAC0010,041341,1973,11,15,28.2,1,Y
IDCJAC0010,041341,1973,11,16,30.7,1,Y
IDCJAC0010,041341,1973,11,17,32.5,1,Y
IDCJAC0010,041341,1973,11,18,33.7,1,Y
IDCJAC0010,041341,1973,11,19,34.8,1,Y
IDCJAC0010,041341,1973,11,20,33.4,1,Y
IDCJAC0010,041341,1973,11,21,34.8,1,Y
IDCJAC0010,041341,1973,11,22,30.8,1,Y
IDCJAC0010,041341,1973,11,23,30.1,1,Y
IDCJAC0010,041341,1973,11,24,30.4,1,Y
IDCJAC0010,041341,1973,11,25,30.2,1,Y
IDCJAC0010,041341,1973,11,26,27.8,1,Y
IDCJAC0010,041341,1973,11,27,25.4,1,Y
IDCJAC0010,041341,1973,11,28,28.4,1,Y
IDCJAC0010,041341,1973,11,29,28.5,1,Y
IDCJAC0010,041341,1973,11,30,31.4,1,Y
IDCJAC0010,041341,1973,12,01,31.1,1,Y
IDCJAC0010,041341,1973,12,02,32.3,1,Y
IDCJAC0010,041341,1973,12,03,35.9,1,Y
IDCJAC0010,041341,1973,12,04,32.6,1,Y
IDCJAC0010,041341,1973,12,05,31.7,1,Y
IDCJAC0010,041341,1973,12,06,30.2,1,Y
IDCJAC0010,041341,1973,12,07,32.6,1,Y
IDCJAC0010,041341,1973,12,08,31.4,1,Y
IDCJAC0010,041341,1973,12,09,29.7,1,Y
IDCJAC0010,041341,1973,12,10,30.7,1,Y
IDCJAC0010,041341,1973,12,11,30.7,1,Y
IDCJAC0010,041341,1973,12,12,31.0,1,Y
IDCJAC0010,041341,1973,12,13,27.0,1,Y
IDCJAC0010,041341,1973,12,14,30.9,1,Y
IDCJAC0010,041341,1973,12,15,31.7,1,Y
IDCJAC0010,041341,1973,12,16,32.2,1,Y
IDCJAC0010,041341,1973,12,17,32.9,1,Y
IDCJAC0010,041341,1973,12,18,32.3,1,Y
IDCJAC0010,041341,1973,12,19,31.5,1,Y
IDCJAC0010,041341,1973,12,20,27.9,1,Y
IDCJAC0010,041341,1973,12,21,32.5,1,Y
IDCJAC0010,041341,1973,12,22,35.7,1,Y
IDCJAC0010,041341,1973,12,23,32.2,1,Y
IDCJAC0010,041341,1973,12,24,33.5,1,Y
IDCJAC0010,041341,1973,12,25,33.3,1,Y
IDCJAC0010,041341,1973,12,26,32.5,1,Y
IDCJAC0010,041341,1973,12,27,32.8,1,Y
IDCJAC0010,041341,1973,12,28,27.8,1,Y
IDCJAC0010,041341,1973,12,29,30.7,1,Y
IDCJAC0010,041341,1973,12,30,32.0,1,Y
IDCJAC0010,041341,1973,12,31,29.3,1,Y
IDCJAC0010,041341,1974,01,01,29.7,1,Y
IDCJAC0010,041341,1974,01,02,32.9,1,Y
IDCJAC0010,041341,1974,01,03,34.0,1,Y
IDCJAC0010,041341,1974,01,04,33.5,1,Y
IDCJAC0010,041341,1974,01,05,36.5,1,Y
IDCJAC0010,041341,1974,01,06,35.0,1,Y
IDCJAC0010,041341,1974,01,07,31.5,1,Y
IDCJAC0010,041341,1974,01,08,27.2,1,Y
IDCJAC0010,041341,1974,01,09,31.5,1,Y
IDCJAC0010,041341,1974,01,10,32.7,1,Y
IDCJAC0010,041341,1974,01,11,35.2,1,Y
IDCJAC0010,041341,1974,01,12,31.3,1,Y
IDCJAC0010,041341,1974,01,13,30.2,1,Y
IDCJAC0010,041341,1974,01,14,30.5,1,Y
IDCJAC0010,041341,1974,01,15,31.8,1,Y
IDCJAC0010,041341,1974,01,16,31.7,1,Y
IDCJAC0010,041341,1974,01,17,32.8,1,Y
IDCJAC0010,041341,1974,01,18,32.0,1,Y
IDCJAC0010,041341,1974,01,19,31.6,1,Y
IDCJAC0010,041341,1974,01,20,31.9,1,Y
IDCJAC0010,041341,1974,01,21,32.6,1,Y
IDCJAC0010,041341,1974,01,22,34.2,1,Y
IDCJAC0010,041341,1974,01,23,31.5,1,Y
IDCJAC0010,041341,1974,01,24,29.3,1,Y
IDCJAC0010,041341,1974,01,25,30.7,1,Y
IDCJAC0010,041341,1974,01,26,26.5,1,Y
IDCJAC0010,041341,1974,01,27,23.6,1,Y
IDCJAC0010,041341,1974,01,28,29.7,1,Y
IDCJAC0010,041341,1974,01,29,30.3,1,Y
IDCJAC0010,041341,1974,01,30,30.1,1,Y
IDCJAC0010,041341,1974,01,31,29.3,1,Y
IDCJAC0010,041341,1974,02,01,32.0,1,Y
IDCJAC0010,041341,1974,02,02,34.3,1,Y
IDCJAC0010,041341,1974,02,03,36.3,1,Y
IDCJAC0010,041341,1974,02,04,32.9,1,Y
IDCJAC0010,041341,1974,02,05,34.5,1,Y
IDCJAC0010,041341,1974,02,06,33.8,1,Y
IDCJAC0010,041341,1974,02,07,34.8,1,Y
IDCJAC0010,041341,1974,02,08,33.0,1,Y
IDCJAC0010,041341,1974,02,09,31.6,1,Y
IDCJAC0010,041341,1974,02,10,31.1,1,Y
IDCJAC0010,041341,1974,02,11,32.3,1,Y
IDCJAC0010,041341,1974,02,12,33.5,1,Y
IDCJAC0010,041341,1974,02,13,35.7,1,Y
IDCJAC0010,041341,1974,02,14,35.7,1,Y
IDCJAC0010,041341,1974,02,15,35.7,1,Y
IDCJAC0010,041341,1974,02,16,33.2,1,Y
IDCJAC0010,041341,1974,02,17,32.6,1,Y
IDCJAC0010,041341,1974,02,18,34.5,1,Y
IDCJAC0010,041341,1974,02,19,34.4,1,Y
IDCJAC0010,041341,1974,02,20,30.2,1,Y
IDCJAC0010,041341,1974,02,21,32.7,1,Y
IDCJAC0010,041341,1974,02,22,31.7,1,Y
IDCJAC0010,041341,1974,02,23,34.1,1,Y
IDCJAC0010,041341,1974,02,24,33.6,1,Y
IDCJAC0010,041341,1974,02,25,32.8,1,Y
IDCJAC0010,041341,1974,02,26,31.5,1,Y
IDCJAC0010,041341,1974,02,27,31.5,1,Y
IDCJAC0010,041341,1974,02,28,31.1,1,Y
IDCJAC0010,041341,1974,03,01,32.9,1,Y
IDCJAC0010,041341,1974,03,02,33.1,1,Y
IDCJAC0010,041341,1974,03,03,31.3,1,Y
IDCJAC0010,041341,1974,03,04,31.3,1,Y
IDCJAC0010,041341,1974,03,05,32.5,1,Y
IDCJAC0010,041341,1974,03,06,31.8,1,Y
IDCJAC0010,041341,1974,03,07,33.2,1,Y
IDCJAC0010,041341,1974,03,08,33.3,1,Y
IDCJAC0010,041341,1974,03,09,32.3,1,Y
IDCJAC0010,041341,1974,03,10,35.0,1,Y
IDCJAC0010,041341,1974,03,11,33.7,1,Y
IDCJAC0010,041341,1974,03,12,32.5,1,Y
IDCJAC0010,041341,1974,03,13,34.7,1,Y
IDCJAC0010,041341,1974,03,14,33.2,1,Y
IDCJAC0010,041341,1974,03,15,30.4,1,Y
IDCJAC0010,041341,1974,03,16,28.6,1,Y
IDCJAC0010,041341,1974,03,17,29.5,1,Y
IDCJAC0010,041341,1974,03,18,28.4,1,Y
IDCJAC0010,041341,1974,03,19,29.3,1,Y
IDCJAC0010,041341,1974,03,20,28.9,1,Y
IDCJAC0010,041341,1974,03,21,26.3,1,Y
IDCJAC0010,041341,1974,03,22,29.1,1,Y
IDCJAC0010,041341,1974,03,23,30.9,1,Y
IDCJAC0010,041341,1974,03,24,31.8,1,Y
IDCJAC0010,041341,1974,03,25,27.6,1,Y
IDCJAC0010,041341,1974,03,26,28.2,1,Y
IDCJAC0010,041341,1974,03,27,29.4,1,Y
IDCJAC0010,041341,1974,03,28,29.6,1,Y
IDCJAC0010,041341,1974,03,29,33.0,1,Y
IDCJAC0010,041341,1974,03,30,32.4,1,Y
IDCJAC0010,041341,1974,03,31,29.7,1,Y
IDCJAC0010,041341,1974,04,01,,,
IDCJAC0010,041341,1974,04,02,,,
IDCJAC0010,041341,1974,04,03,,,
IDCJAC0010,041341,1974,04,04,,,
IDCJAC0010,041341,1974,04,05,,,
IDCJAC0010,041341,1974,04,06,,,
IDCJAC0010,041341,1974,04,07,,,
IDCJAC0010,041341,1974,04,08,,,
IDCJAC0010,041341,1974,04,09,,,
IDCJAC0010,041341,1974,04,10,,,
IDCJAC0010,041341,1974,04,11,,,
IDCJAC0010,041341,1974,04,12,,,
IDCJAC0010,041341,1974,04,13,,,
IDCJAC0010,041341,1974,04,14,,,
IDCJAC0010,041341,1974,04,15,,,
IDCJAC0010,041341,1974,04,16,,,
IDCJAC0010,041341,1974,04,17,,,
IDCJAC0010,041341,1974,04,18,,,
IDCJAC0010,041341,1974,04,19,,,
IDCJAC0010,041341,1974,04,20,,,
